Station_ID,TIMESTAMP,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,LAT,LON,Elevation
,,Celsius,%,m/s,Degrees,-14.331,-170.7105,9
NSTU,2017-02-08T20:51:00-1100,26.8,91.53,4.12,40,-14.331,-170.7105,9
NSTU,2017-02-08T21:50:00-1100,26.3,92.04,6.69,10,-14.331,-170.7105,9
NSTU,2017-02-08T22:50:00-1100,26.8,88.85,5.14,360,-14.331,-170.7105,9
NSTU,2017-02-08T23:03:00-1100,26,94.25,5.14,10,-14.331,-170.7105,9
NSTU,2017-02-08T23:40:00-1100,27,88.86,3.6,350,-14.331,-170.7105,9
NSTU,2017-02-08T23:52:00-1100,26.8,88.85,3.6,340,-14.331,-170.7105,9
NSTU,2017-02-09T00:50:00-1100,28.4,82.88,3.6,360,-14.331,-170.7105,9
NSTU,2017-02-09T01:50:00-1100,28.7,79.07,5.66,350,-14.331,-170.7105,9
NSTU,2017-02-09T02:50:00-1100,28.5,81.91,6.69,340,-14.331,-170.7105,9
NSTU,2017-02-09T03:54:00-1100,28.8,78.14,7.72,360,-14.331,-170.7105,9
NSTU,2017-02-09T04:50:00-1100,28.8,79.55,8.23,360,-14.331,-170.7105,9
NSTU,2017-02-09T05:52:00-1100,28.2,80.42,8.23,350,-14.331,-170.7105,9
NSTU,2017-02-09T06:50:00-1100,28.7,77.66,7.72,360,-14.331,-170.7105,9
NSTU,2017-02-09T07:50:00-1100,29.1,77.72,5.66,10,-14.331,-170.7105,9
NSTU,2017-02-09T08:50:00-1100,29.1,78.19,6.17,30,-14.331,-170.7105,9
NSTU,2017-02-09T09:51:00-1100,29.6,77.8,5.66,360,-14.331,-170.7105,9
NSTU,2017-02-09T10:50:00-1100,29.5,79.65,2.57,,-14.331,-170.7105,9
NSTU,2017-02-09T11:50:00-1100,29.7,76.44,3.6,350,-14.331,-170.7105,9
NSTU,2017-02-09T12:50:00-1100,29.6,75.97,5.66,350,-14.331,-170.7105,9
NSTU,2017-02-09T13:50:00-1100,29.6,75.07,4.63,340,-14.331,-170.7105,9
NSTU,2017-02-09T14:55:00-1100,29.6,77.8,6.17,360,-14.331,-170.7105,9
NSTU,2017-02-09T15:52:00-1100,29.5,76.86,3.09,340,-14.331,-170.7105,9
NSTU,2017-02-09T16:21:00-1100,28,83.83,6.17,330,-14.331,-170.7105,9
NSTU,2017-02-09T16:33:00-1100,27,88.86,4.63,340,-14.331,-170.7105,9
NSTU,2017-02-09T16:51:00-1100,26.9,89.92,7.2,340,-14.331,-170.7105,9
NSTU,2017-02-09T17:50:00-1100,27.8,87.36,4.63,330,-14.331,-170.7105,9
NSTU,2017-02-09T18:50:00-1100,27.7,84.29,5.66,360,-14.331,-170.7105,9
NSTU,2017-02-09T19:50:00-1100,27.3,86.8,4.12,350,-14.331,-170.7105,9
NSTU,2017-02-09T20:11:00-1100,26,88.78,4.12,320,-14.331,-170.7105,9
NSTU,2017-02-09T20:23:00-1100,25,94.2,4.63,350,-14.331,-170.7105,9
NSTU,2017-02-09T20:33:00-1100,25,94.2,4.63,330,-14.331,-170.7105,9
NSTU,2017-02-09T20:50:00-1100,26,92.03,4.63,350,-14.331,-170.7105,9
NSTU,2017-02-09T21:50:00-1100,26.4,86.72,3.6,350,-14.331,-170.7105,9
NSTU,2017-02-09T22:51:00-1100,27,90.46,3.6,40,-14.331,-170.7105,9
NSTU,2017-02-09T23:50:00-1100,26.5,88.82,3.09,,-14.331,-170.7105,9
NSTU,2017-02-10T00:50:00-1100,27,90.46,5.14,350,-14.331,-170.7105,9
NSTU,2017-02-10T01:50:00-1100,27.1,90.47,6.69,350,-14.331,-170.7105,9
NSTU,2017-02-10T02:56:00-1100,26,94.81,3.6,340,-14.331,-170.7105,9
NSTU,2017-02-10T03:50:00-1100,26,92.03,4.12,350,-14.331,-170.7105,9
NSTU,2017-02-10T04:50:00-1100,26.5,92.06,1.54,,-14.331,-170.7105,9
NSTU,2017-02-10T05:50:00-1100,25.8,93.68,5.14,10,-14.331,-170.7105,9
NSTU,2017-02-10T06:50:00-1100,27.4,89.42,6.17,340,-14.331,-170.7105,9
NSTU,2017-02-10T07:50:00-1100,27,88.86,5.14,340,-14.331,-170.7105,9
NSTU,2017-02-10T08:50:00-1100,27,86.77,5.14,340,-14.331,-170.7105,9
NSTU,2017-02-10T09:51:00-1100,28.7,85.91,5.66,310,-14.331,-170.7105,9
NSTU,2017-02-10T10:50:00-1100,28.1,86.87,6.69,350,-14.331,-170.7105,9
NSTU,2017-02-10T11:50:00-1100,28.5,84.38,6.69,320,-14.331,-170.7105,9
NSTU,2017-02-10T12:50:00-1100,29,84.43,5.66,330,-14.331,-170.7105,9
NSTU,2017-02-10T13:52:00-1100,28.8,84.41,5.14,310,-14.331,-170.7105,9
NSTU,2017-02-10T14:50:00-1100,28.5,81.43,6.17,300,-14.331,-170.7105,9
NSTU,2017-02-10T15:50:00-1100,27.7,88.39,4.63,310,-14.331,-170.7105,9
NSTU,2017-02-10T16:50:00-1100,27.8,88.93,1.54,,-14.331,-170.7105,9
NSTU,2017-02-10T17:51:00-1100,28.2,87.4,2.06,,-14.331,-170.7105,9
NSTU,2017-02-10T18:51:00-1100,28,86.35,1.54,,-14.331,-170.7105,9
NSTU,2017-02-10T19:51:00-1100,28,85.33,2.06,,-14.331,-170.7105,9
NSTU,2017-02-10T20:50:00-1100,27.9,86.86,2.06,,-14.331,-170.7105,9
NSTU,2017-02-10T21:51:00-1100,27.9,87.37,2.57,,-14.331,-170.7105,9
NSTU,2017-02-10T22:50:00-1100,28.2,85.86,2.06,,-14.331,-170.7105,9
NSTU,2017-02-10T23:50:00-1100,28.1,84.84,2.57,,-14.331,-170.7105,9
NSTU,2017-02-11T00:50:00-1100,27.9,85.32,3.09,,-14.331,-170.7105,9
NSTU,2017-02-11T01:50:00-1100,28.2,83.85,2.57,,-14.331,-170.7105,9
NSTU,2017-02-11T02:50:00-1100,28.4,83.87,4.63,360,-14.331,-170.7105,9
NSTU,2017-02-11T03:50:00-1100,26.5,91.51,3.09,,-14.331,-170.7105,9
NSTU,2017-02-11T04:50:00-1100,25.8,90.92,5.66,330,-14.331,-170.7105,9
NSTU,2017-02-11T05:52:00-1100,26.8,89.38,5.66,330,-14.331,-170.7105,9
NSTU,2017-02-11T06:51:00-1100,27.4,89.42,2.57,,-14.331,-170.7105,9
NSTU,2017-02-11T07:56:00-1100,27.8,89.98,2.06,,-14.331,-170.7105,9
NSTU,2017-02-11T08:52:00-1100,27.1,92.09,1.03,,-14.331,-170.7105,9
NSTU,2017-02-11T09:50:00-1100,29.2,82.97,5.14,330,-14.331,-170.7105,9
NSTU,2017-02-11T10:53:00-1100,30.6,76.12,2.57,,-14.331,-170.7105,9
NSTU,2017-02-11T11:51:00-1100,30.6,74.79,2.57,,-14.331,-170.7105,9
NSTU,2017-02-11T12:50:00-1100,31,74.41,4.12,360,-14.331,-170.7105,9
NSTU,2017-02-11T13:50:00-1100,30.7,73.92,3.6,360,-14.331,-170.7105,9
NSTU,2017-02-11T14:52:00-1100,31,70.13,6.69,330,-14.331,-170.7105,9
NSTU,2017-02-11T15:50:00-1100,31,71.81,3.6,360,-14.331,-170.7105,9
NSTU,2017-02-11T16:51:00-1100,30.6,72.6,3.09,,-14.331,-170.7105,9
NSTU,2017-02-11T17:51:00-1100,29.7,75.08,3.09,10,-14.331,-170.7105,9
NSTU,2017-02-11T18:50:00-1100,29.1,77.26,3.6,20,-14.331,-170.7105,9
NSTU,2017-02-11T19:51:00-1100,28.9,77.69,1.03,,-14.331,-170.7105,9
NSTU,2017-02-11T20:51:00-1100,28.8,78.14,3.6,50,-14.331,-170.7105,9
NSTU,2017-02-11T21:50:00-1100,28.8,78.14,2.57,360,-14.331,-170.7105,9
NSTU,2017-02-11T22:50:00-1100,28.9,77.69,4.63,40,-14.331,-170.7105,9
NSTU,2017-02-11T23:50:00-1100,28.7,78.13,4.63,20,-14.331,-170.7105,9
NSTU,2017-02-12T00:50:00-1100,28.5,78.57,2.57,,-14.331,-170.7105,9
NSTU,2017-02-12T01:50:00-1100,28.5,77.63,3.6,340,-14.331,-170.7105,9
NSTU,2017-02-12T02:50:00-1100,28.4,77.15,4.12,340,-14.331,-170.7105,9
NSTU,2017-02-12T03:50:00-1100,28.5,77.63,5.14,320,-14.331,-170.7105,9
NSTU,2017-02-12T04:50:00-1100,28.6,78.11,5.14,330,-14.331,-170.7105,9
NSTU,2017-02-12T05:55:00-1100,28.4,80.93,3.09,,-14.331,-170.7105,9
NSTU,2017-02-12T06:50:00-1100,28.6,80.96,4.63,340,-14.331,-170.7105,9
NSTU,2017-02-12T07:50:00-1100,29,79.58,5.14,350,-14.331,-170.7105,9
NSTU,2017-02-12T08:52:00-1100,29.7,78.27,5.14,350,-14.331,-170.7105,9
NSTU,2017-02-12T09:50:00-1100,30.2,77.42,3.6,350,-14.331,-170.7105,9
NSTU,2017-02-12T10:51:00-1100,31.2,75.77,2.57,,-14.331,-170.7105,9
NSTU,2017-02-12T11:51:00-1100,31.2,74.44,4.63,350,-14.331,-170.7105,9
NSTU,2017-02-12T12:50:00-1100,30.8,75.26,4.63,320,-14.331,-170.7105,9
NSTU,2017-02-12T13:50:00-1100,30.8,75.71,5.66,340,-14.331,-170.7105,9
NSTU,2017-02-12T14:51:00-1100,31.6,73.64,4.12,340,-14.331,-170.7105,9
NSTU,2017-02-12T15:50:00-1100,30.8,75.26,3.09,310,-14.331,-170.7105,9
NSTU,2017-02-12T16:53:00-1100,30.4,76.54,2.57,,-14.331,-170.7105,9
NSTU,2017-02-12T17:51:00-1100,30.1,77.41,3.09,310,-14.331,-170.7105,9
NSTU,2017-02-12T18:50:00-1100,29.3,81.53,0,0,-14.331,-170.7105,9
NSTU,2017-02-12T19:50:00-1100,28,87.38,0,0,-14.331,-170.7105,9
NSTU,2017-02-12T20:50:00-1100,27.5,90.5,0,0,-14.331,-170.7105,9
NSTU,2017-02-12T21:50:00-1100,27.1,92.64,1.03,,-14.331,-170.7105,9
NSTU,2017-02-12T22:50:00-1100,27.1,92.09,1.03,,-14.331,-170.7105,9
NSTU,2017-02-12T23:51:00-1100,26.9,93.18,1.03,,-14.331,-170.7105,9
NSTU,2017-02-13T00:50:00-1100,26.8,93.72,0,0,-14.331,-170.7105,9
NSTU,2017-02-13T01:50:00-1100,26.3,95.38,0,0,-14.331,-170.7105,9
NSTU,2017-02-13T02:55:00-1100,26.2,95.38,0,0,-14.331,-170.7105,9
NSTU,2017-02-13T03:50:00-1100,26.3,96.52,1.03,,-14.331,-170.7105,9
NSTU,2017-02-13T04:54:00-1100,26,98.24,1.54,,-14.331,-170.7105,9
NSTU,2017-02-13T05:52:00-1100,27.2,93.19,1.03,,-14.331,-170.7105,9
NSTU,2017-02-13T06:51:00-1100,26.9,94.28,0,0,-14.331,-170.7105,9
NSTU,2017-02-13T08:51:00-1100,27.9,88.41,3.09,,-14.331,-170.7105,9
NSTU,2017-02-13T09:52:00-1100,30.2,80.69,2.57,,-14.331,-170.7105,9
NSTU,2017-02-13T10:52:00-1100,31.5,76.26,2.57,,-14.331,-170.7105,9
NSTU,2017-02-13T11:50:00-1100,32,72.84,4.63,70,-14.331,-170.7105,9
NSTU,2017-02-13T12:50:00-1100,31.6,71.92,7.2,10,-14.331,-170.7105,9
NSTU,2017-02-13T13:54:00-1100,30,81.62,5.14,360,-14.331,-170.7105,9
NSTU,2017-02-13T14:50:00-1100,30.9,76.17,2.57,360,-14.331,-170.7105,9
NSTU,2017-02-13T15:52:00-1100,30.5,78.85,3.09,360,-14.331,-170.7105,9
NSTU,2017-02-13T16:55:00-1100,29.7,81.58,3.09,340,-14.331,-170.7105,9
NSTU,2017-02-13T17:52:00-1100,28.9,82.94,1.54,,-14.331,-170.7105,9
NSTU,2017-02-13T18:51:00-1100,28.7,82.92,1.54,,-14.331,-170.7105,9
NSTU,2017-02-13T19:50:00-1100,28.6,83.89,2.06,,-14.331,-170.7105,9
NSTU,2017-02-13T20:52:00-1100,28,87.9,0,0,-14.331,-170.7105,9
NSTU,2017-02-13T21:54:00-1100,28,84.83,2.06,,-14.331,-170.7105,9
NSTU,2017-02-13T22:50:00-1100,28.3,83.36,2.06,,-14.331,-170.7105,9
NSTU,2017-02-13T23:51:00-1100,28.2,83.85,0,0,-14.331,-170.7105,9
NSTU,2017-02-14T00:50:00-1100,27.7,85.81,0,0,-14.331,-170.7105,9
NSTU,2017-02-14T01:50:00-1100,27.5,86.82,0,0,-14.331,-170.7105,9
NSTU,2017-02-14T02:50:00-1100,27.1,90.47,1.03,,-14.331,-170.7105,9
NSTU,2017-02-14T03:52:00-1100,27.1,91.01,4.12,320,-14.331,-170.7105,9
NSTU,2017-02-14T04:50:00-1100,26,95.94,0,0,-14.331,-170.7105,9
NSTU,2017-02-14T05:52:00-1100,25.6,97.08,0,0,-14.331,-170.7105,9
NSTU,2017-02-14T06:50:00-1100,25.5,96.5,1.03,,-14.331,-170.7105,9
NSTU,2017-02-14T08:51:00-1100,30,76.94,2.06,,-14.331,-170.7105,9
NSTU,2017-02-14T09:51:00-1100,29.9,76.47,2.57,,-14.331,-170.7105,9
NSTU,2017-02-14T10:50:00-1100,30.5,77.01,3.09,,-14.331,-170.7105,9
NSTU,2017-02-14T11:50:00-1100,30.4,77.91,3.09,,-14.331,-170.7105,9
NSTU,2017-02-14T12:31:00-1100,29,83.94,3.09,,-14.331,-170.7105,9
NSTU,2017-02-14T12:50:00-1100,26.3,92.04,1.54,,-14.331,-170.7105,9
NSTU,2017-02-14T13:50:00-1100,26.7,94.84,1.54,,-14.331,-170.7105,9
NSTU,2017-02-14T14:50:00-1100,27,91.54,4.63,310,-14.331,-170.7105,9
NSTU,2017-02-14T15:50:00-1100,28.7,85.91,3.09,320,-14.331,-170.7105,9
NSTU,2017-02-14T16:50:00-1100,29.2,83.47,2.06,,-14.331,-170.7105,9
NSTU,2017-02-14T17:50:00-1100,28.4,86.9,2.57,,-14.331,-170.7105,9
NSTU,2017-02-14T18:50:00-1100,27.9,87.89,2.06,,-14.331,-170.7105,9
NSTU,2017-02-14T19:52:00-1100,26.9,93.18,1.54,,-14.331,-170.7105,9
NSTU,2017-02-14T20:51:00-1100,26.9,93.73,0,0,-14.331,-170.7105,9
NSTU,2017-02-14T21:50:00-1100,25.8,96.51,1.54,,-14.331,-170.7105,9
NSTU,2017-02-14T22:54:00-1100,25.3,98.82,1.54,,-14.331,-170.7105,9
NSTU,2017-02-14T23:50:00-1100,25.4,97.07,1.54,,-14.331,-170.7105,9
NSTU,2017-02-15T00:50:00-1100,25.5,97.08,1.54,,-14.331,-170.7105,9
NSTU,2017-02-15T01:51:00-1100,25.9,98.82,1.03,,-14.331,-170.7105,9
NSTU,2017-02-15T02:50:00-1100,26,98.24,1.03,,-14.331,-170.7105,9
NSTU,2017-02-15T03:56:00-1100,25.4,98.23,0,0,-14.331,-170.7105,9
NSTU,2017-02-15T04:50:00-1100,25.3,97.07,1.54,,-14.331,-170.7105,9
NSTU,2017-02-15T05:40:00-1100,26,94.25,4.12,320,-14.331,-170.7105,9
NSTU,2017-02-15T05:53:00-1100,25.5,98.82,2.57,,-14.331,-170.7105,9
NSTU,2017-02-15T06:50:00-1100,25.3,99.41,0,0,-14.331,-170.7105,9
NSTU,2017-02-15T07:10:00-1100,25,100,4.12,270,-14.331,-170.7105,9
NSTU,2017-02-15T07:26:00-1100,25,100,2.06,,-14.331,-170.7105,9
NSTU,2017-02-15T07:51:00-1100,25,100,2.57,,-14.331,-170.7105,9
NSTU,2017-02-15T08:50:00-1100,24.9,100,0,0,-14.331,-170.7105,9
NSTU,2017-02-15T09:05:00-1100,25,100,3.09,,-14.331,-170.7105,9
NSTU,2017-02-15T09:52:00-1100,24.3,100,1.54,,-14.331,-170.7105,9
NSTU,2017-02-15T10:51:00-1100,25.4,100,1.54,,-14.331,-170.7105,9
NSTU,2017-02-15T11:50:00-1100,27.4,93.2,2.06,,-14.331,-170.7105,9
NSTU,2017-02-15T12:50:00-1100,29.6,82.53,4.12,200,-14.331,-170.7105,9
NSTU,2017-02-15T13:50:00-1100,29.8,83.04,3.6,200,-14.331,-170.7105,9
NSTU,2017-02-15T14:54:00-1100,29.5,82.04,4.12,200,-14.331,-170.7105,9
NSTU,2017-02-15T15:50:00-1100,29.6,82.05,3.6,200,-14.331,-170.7105,9
NSTU,2017-02-15T16:50:00-1100,29,85.44,3.6,210,-14.331,-170.7105,9
NSTU,2017-02-15T17:54:00-1100,29.1,82.47,2.06,,-14.331,-170.7105,9
NSTU,2017-02-15T18:52:00-1100,28.6,82.9,1.54,,-14.331,-170.7105,9
NSTU,2017-02-15T19:50:00-1100,27,89.39,2.06,,-14.331,-170.7105,9
NSTU,2017-02-15T20:50:00-1100,26.5,89.36,2.06,,-14.331,-170.7105,9
NSTU,2017-02-15T21:50:00-1100,26.7,87.79,4.63,270,-14.331,-170.7105,9
NSTU,2017-02-15T22:50:00-1100,25.8,92.02,0,0,-14.331,-170.7105,9
NSTU,2017-02-15T23:50:00-1100,25.8,92.57,1.54,,-14.331,-170.7105,9
NSTU,2017-02-16T00:31:00-1100,24,94.16,5.14,310,-14.331,-170.7105,9
NSTU,2017-02-16T00:50:00-1100,24,97.04,3.09,340,-14.331,-170.7105,9
NSTU,2017-02-16T01:52:00-1100,25,97.06,2.06,,-14.331,-170.7105,9
NSTU,2017-02-16T02:51:00-1100,25,97.65,2.57,,-14.331,-170.7105,9
NSTU,2017-02-16T03:50:00-1100,25.4,96.5,1.03,,-14.331,-170.7105,9
NSTU,2017-02-16T04:12:00-1100,26,94.25,2.57,,-14.331,-170.7105,9
NSTU,2017-02-16T04:31:00-1100,24,100,3.09,350,-14.331,-170.7105,9
NSTU,2017-02-16T04:50:00-1100,24.4,98.22,1.54,,-14.331,-170.7105,9
NSTU,2017-02-16T05:50:00-1100,24.6,98.81,1.54,,-14.331,-170.7105,9
NSTU,2017-02-16T06:52:00-1100,24.8,100,1.03,,-14.331,-170.7105,9
NSTU,2017-02-16T07:50:00-1100,26.1,100,0,0,-14.331,-170.7105,9
NSTU,2017-02-16T08:52:00-1100,28.8,90.06,1.03,,-14.331,-170.7105,9
NSTU,2017-02-16T09:50:00-1100,29.4,86.99,1.54,,-14.331,-170.7105,9
NSTU,2017-02-16T10:50:00-1100,29.9,82.09,1.54,,-14.331,-170.7105,9
NSTU,2017-02-16T11:50:00-1100,29,83.94,3.09,,-14.331,-170.7105,9
NSTU,2017-02-16T12:50:00-1100,29.3,84.47,3.09,,-14.331,-170.7105,9
NSTU,2017-02-16T13:50:00-1100,29.2,85.46,3.09,,-14.331,-170.7105,9
NSTU,2017-02-16T14:51:00-1100,29.9,84.04,2.06,,-14.331,-170.7105,9
NSTU,2017-02-16T15:50:00-1100,29.6,84,2.06,,-14.331,-170.7105,9
NSTU,2017-02-16T16:50:00-1100,29.9,82.57,1.54,,-14.331,-170.7105,9
NSTU,2017-02-16T17:51:00-1100,30,76.03,3.09,,-14.331,-170.7105,9
NSTU,2017-02-16T18:50:00-1100,29,81.01,1.03,,-14.331,-170.7105,9
NSTU,2017-02-16T19:50:00-1100,27.5,89.43,1.54,,-14.331,-170.7105,9
NSTU,2017-02-16T20:51:00-1100,27.2,90.48,0,0,-14.331,-170.7105,9
NSTU,2017-02-16T21:50:00-1100,26.9,91.54,0,0,-14.331,-170.7105,9
NSTU,2017-02-16T22:50:00-1100,26.4,92.6,0,0,-14.331,-170.7105,9
NSTU,2017-02-16T23:55:00-1100,26.6,91.52,0,0,-14.331,-170.7105,9
NSTU,2017-02-17T00:50:00-1100,26.7,89.9,0,0,-14.331,-170.7105,9
NSTU,2017-02-17T01:50:00-1100,26.1,90.94,0,0,-14.331,-170.7105,9
NSTU,2017-02-17T02:50:00-1100,25.9,96.51,0,0,-14.331,-170.7105,9
NSTU,2017-02-17T03:58:00-1100,25.4,98.23,0,0,-14.331,-170.7105,9
NSTU,2017-02-17T04:53:00-1100,25.2,98.23,0,0,-14.331,-170.7105,9
NSTU,2017-02-17T05:51:00-1100,24.9,98.82,1.54,,-14.331,-170.7105,9
NSTU,2017-02-17T06:52:00-1100,25.6,98.24,1.54,,-14.331,-170.7105,9
NSTU,2017-02-17T07:50:00-1100,27,91,3.6,340,-14.331,-170.7105,9
NSTU,2017-02-17T08:50:00-1100,25.7,95.93,2.06,,-14.331,-170.7105,9
NSTU,2017-02-17T09:51:00-1100,26.4,92.6,1.03,,-14.331,-170.7105,9
NSTU,2017-02-17T10:50:00-1100,26.1,96.51,1.54,,-14.331,-170.7105,9
NSTU,2017-02-17T11:50:00-1100,26.4,94.82,3.6,260,-14.331,-170.7105,9
NSTU,2017-02-17T12:52:00-1100,28.1,90.54,3.09,,-14.331,-170.7105,9
NSTU,2017-02-17T13:50:00-1100,28.3,87.41,1.54,,-14.331,-170.7105,9
NSTU,2017-02-17T14:50:00-1100,27.4,92.11,1.03,,-14.331,-170.7105,9
NSTU,2017-02-17T15:52:00-1100,26.7,94.28,1.54,,-14.331,-170.7105,9
NSTU,2017-02-17T16:58:00-1100,27,94.29,2.06,,-14.331,-170.7105,9
NSTU,2017-02-17T17:50:00-1100,27.4,90.49,0,0,-14.331,-170.7105,9
NSTU,2017-02-17T18:50:00-1100,27,91.54,1.03,,-14.331,-170.7105,9
NSTU,2017-02-17T19:50:00-1100,25.9,94.8,0,0,-14.331,-170.7105,9
NSTU,2017-02-17T20:50:00-1100,26.9,90.46,2.06,,-14.331,-170.7105,9
NSTU,2017-02-17T21:53:00-1100,27.3,87.84,1.54,,-14.331,-170.7105,9
NSTU,2017-02-17T22:50:00-1100,27.3,88.89,2.06,,-14.331,-170.7105,9
NSTU,2017-02-17T23:50:00-1100,26.3,93.7,0,0,-14.331,-170.7105,9
NSTU,2017-02-18T00:50:00-1100,26.2,95.38,1.03,,-14.331,-170.7105,9
NSTU,2017-02-18T01:55:00-1100,26,98.24,1.54,,-14.331,-170.7105,9
NSTU,2017-02-18T02:50:00-1100,25.7,98.24,1.54,,-14.331,-170.7105,9
NSTU,2017-02-18T03:01:00-1100,25,100,1.54,,-14.331,-170.7105,9
NSTU,2017-02-18T03:28:00-1100,25,100,0,0,-14.331,-170.7105,9
NSTU,2017-02-18T03:50:00-1100,25.3,98.23,2.06,,-14.331,-170.7105,9
NSTU,2017-02-18T04:11:00-1100,25,100,1.54,,-14.331,-170.7105,9
NSTU,2017-02-18T04:50:00-1100,25.1,97.65,0,0,-14.331,-170.7105,9
NSTU,2017-02-18T05:52:00-1100,25.7,97.08,2.06,,-14.331,-170.7105,9
NSTU,2017-02-18T06:50:00-1100,26.2,97.09,2.06,,-14.331,-170.7105,9
NSTU,2017-02-18T07:50:00-1100,27.7,91.58,2.57,,-14.331,-170.7105,9
NSTU,2017-02-18T08:50:00-1100,29.1,86.46,2.06,,-14.331,-170.7105,9
NSTU,2017-02-18T09:50:00-1100,29.9,81.6,3.09,,-14.331,-170.7105,9
NSTU,2017-02-18T10:50:00-1100,28.1,92.69,2.57,,-14.331,-170.7105,9
NSTU,2017-02-18T11:50:00-1100,28.3,90.55,2.57,,-14.331,-170.7105,9
NSTU,2017-02-18T12:50:00-1100,29.6,82.05,2.06,,-14.331,-170.7105,9
NSTU,2017-02-18T13:50:00-1100,27,93.73,0,0,-14.331,-170.7105,9
NSTU,2017-02-18T14:52:00-1100,28.4,87.93,1.03,,-14.331,-170.7105,9
NSTU,2017-02-18T15:52:00-1100,26.5,95.39,3.09,,-14.331,-170.7105,9
NSTU,2017-02-18T16:54:00-1100,25.6,98.24,0,0,-14.331,-170.7105,9
NSTU,2017-02-18T17:53:00-1100,25.5,97.65,0,0,-14.331,-170.7105,9
NSTU,2017-02-18T18:50:00-1100,25.1,98.23,3.6,320,-14.331,-170.7105,9
NSTU,2017-02-18T19:51:00-1100,25.1,98.23,1.03,,-14.331,-170.7105,9
NSTU,2017-02-18T20:50:00-1100,25,98.82,0,0,-14.331,-170.7105,9
NSTU,2017-02-18T21:51:00-1100,25.2,96.49,0,0,-14.331,-170.7105,9
NSTU,2017-02-18T22:50:00-1100,25.8,96.51,10.8,330,-14.331,-170.7105,9
NSTU,2017-02-18T23:50:00-1100,25.7,96.5,11.83,340,-14.331,-170.7105,9
NSTU,2017-02-19T00:50:00-1100,25.7,93.12,9.26,310,-14.331,-170.7105,9
NSTU,2017-02-19T01:50:00-1100,26.1,90.94,11.32,320,-14.331,-170.7105,9
NSTU,2017-02-19T02:52:00-1100,26.3,92.04,4.12,310,-14.331,-170.7105,9
NSTU,2017-02-19T03:50:00-1100,26.2,93.14,9.77,320,-14.331,-170.7105,9
NSTU,2017-02-19T04:50:00-1100,26.1,93.69,10.8,330,-14.331,-170.7105,9
NSTU,2017-02-19T05:51:00-1100,25.8,94.24,7.72,340,-14.331,-170.7105,9
NSTU,2017-02-19T06:51:00-1100,26.3,91.5,7.2,330,-14.331,-170.7105,9
NSTU,2017-02-19T07:50:00-1100,26.1,93.69,8.23,340,-14.331,-170.7105,9
NSTU,2017-02-19T08:50:00-1100,26.6,88.3,9.26,320,-14.331,-170.7105,9
NSTU,2017-02-19T09:50:00-1100,27.3,88.36,8.23,320,-14.331,-170.7105,9
NSTU,2017-02-19T09:58:00-1100,27,88.86,10.8,330,-14.331,-170.7105,9
NSTU,2017-02-19T10:14:00-1100,26,88.78,9.77,320,-14.331,-170.7105,9
NSTU,2017-02-19T10:50:00-1100,25.7,92.56,8.75,330,-14.331,-170.7105,9
NSTU,2017-02-19T11:50:00-1100,25.9,93.13,8.75,330,-14.331,-170.7105,9
NSTU,2017-02-19T12:50:00-1100,27.6,85.29,9.26,320,-14.331,-170.7105,9
NSTU,2017-02-19T13:50:00-1100,26.1,88.79,10.29,330,-14.331,-170.7105,9
NSTU,2017-02-19T14:50:00-1100,27.5,88.38,9.77,330,-14.331,-170.7105,9
NSTU,2017-02-19T15:50:00-1100,27,89.39,9.77,330,-14.331,-170.7105,9
NSTU,2017-02-19T16:50:00-1100,27.6,85.29,9.77,320,-14.331,-170.7105,9
NSTU,2017-02-19T17:50:00-1100,27.7,85.3,6.69,320,-14.331,-170.7105,9
NSTU,2017-02-19T18:50:00-1100,27.9,83.32,7.2,320,-14.331,-170.7105,9
NSTU,2017-02-19T19:52:00-1100,26.7,89.37,9.26,330,-14.331,-170.7105,9
NSTU,2017-02-19T20:50:00-1100,27.3,84.75,9.26,320,-14.331,-170.7105,9
NSTU,2017-02-19T21:50:00-1100,27.8,82.81,5.66,320,-14.331,-170.7105,9
NSTU,2017-02-19T22:52:00-1100,27.7,82.8,5.66,310,-14.331,-170.7105,9
NSTU,2017-02-19T23:50:00-1100,27.9,80.87,7.2,320,-14.331,-170.7105,9
NSTU,2017-02-20T00:52:00-1100,27.7,82.3,7.72,310,-14.331,-170.7105,9
NSTU,2017-02-20T01:52:00-1100,28,79.44,7.2,320,-14.331,-170.7105,9
NSTU,2017-02-20T02:50:00-1100,27.7,80.84,6.17,320,-14.331,-170.7105,9
NSTU,2017-02-20T03:50:00-1100,27.6,83.28,5.14,320,-14.331,-170.7105,9
NSTU,2017-02-20T04:52:00-1100,27.8,84.3,3.6,310,-14.331,-170.7105,9
NSTU,2017-02-20T05:50:00-1100,27.8,84.81,4.63,310,-14.331,-170.7105,9
NSTU,2017-02-20T06:50:00-1100,27.8,85.31,4.12,320,-14.331,-170.7105,9
NSTU,2017-02-20T07:52:00-1100,28,88.94,2.57,,-14.331,-170.7105,9
NSTU,2017-02-20T08:50:00-1100,29.1,82.47,2.57,,-14.331,-170.7105,9
NSTU,2017-02-20T09:51:00-1100,30.2,77.88,3.6,330,-14.331,-170.7105,9
