LAT,LON,TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Max,AirTF_Avg,RH,Rain_in_Tot,WS_mph_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,SlrW_Avg,SlrMJ_Tot
-14.31,-170.77,2017-04-25 19:30:00,0.0,12.87,28.3,25.055555555555554,92.8,41.148,0.6924649599999999,77.27,17.53,0.13,5.46E-05
-14.31,-170.77,2017-04-25 19:45:00,1.0,12.91,26.65,25.09444444444445,92.1,0.0,1.1274348799999998,80.7,16.43,0.075,6.71E-05
-14.31,-170.77,2017-04-25 20:00:00,2.0,12.91,24.76,25.244444444444444,92.7,0.0,1.2999923199999999,78.61,14.69,0.058,5.25E-05
-14.31,-170.77,2017-04-25 20:15:00,3.0,12.91,24.37,25.25555555555555,92.4,0.0,0.78723744,74.49,12.38,0.036,3.28E-05
-14.31,-170.77,2017-04-25 20:30:00,4.0,12.91,24.26,24.95,92.7,0.0,0.34064447999999997,70.45,15.01,0.028,2.54E-05
-14.31,-170.77,2017-04-25 20:45:00,5.0,12.91,24.03,25.25555555555555,91.1,0.0,1.02863904,72.31,26.81,0.036,3.24E-05
-14.31,-170.77,2017-04-25 21:00:00,6.0,12.91,24.02,25.177777777777774,92.4,0.0,0.92850208,44.26,36.09,0.032,2.85E-05
-14.31,-170.77,2017-04-25 21:15:00,7.0,12.9,24.02,24.994444444444444,93.8,0.0,0.57489344,38.26,13.75,0.019,1.67E-05
-14.31,-170.77,2017-04-25 21:30:00,8.0,12.9,23.94,25.038888888888884,93.0,0.0,0.92671392,49.51,18.74,0.025,2.29E-05
-14.31,-170.77,2017-04-25 21:45:00,9.0,12.9,23.85,24.827777777777776,93.9,0.0,0.25123648000000004,49.33,13.43,0.023,2.06E-05
-14.31,-170.77,2017-04-25 22:00:00,10.0,12.9,23.71,24.838888888888885,92.6,0.0,0.49308512,62.01,13.66,0.029,2.62E-05
-14.31,-170.77,2017-04-25 22:15:00,11.0,12.9,23.58,25.06666666666667,92.7,0.0,0.74923904,50.08,32.12,0.02,1.82E-05
-14.31,-170.77,2017-04-25 22:30:00,12.0,12.9,23.67,25.18888888888889,91.9,0.0,1.29909824,64.02,24.16,0.025,2.25E-05
-14.31,-170.77,2017-04-25 22:45:00,13.0,12.89,23.8,25.144444444444446,93.4,0.0,1.02685088,49.13,13.15,0.016,1.48E-05
-14.31,-170.77,2017-04-25 23:00:00,14.0,12.89,23.8,24.87222222222222,93.4,0.0,0.58875168,51.11,12.08,0.026,2.37E-05
-14.31,-170.77,2017-04-25 23:15:00,15.0,12.89,23.67,24.850000000000005,93.9,0.0,0.70006464,55.17,26.81,0.026,2.33E-05
-14.31,-170.77,2017-04-25 23:30:00,16.0,12.89,23.56,24.88333333333334,92.1,0.0,0.78321408,34.38,26.62,0.027,2.39E-05
-14.31,-170.77,2017-04-25 23:45:00,17.0,12.89,23.5,24.833333333333332,93.2,0.0,0.63300864,45.55,17.83,0.016,1.47E-05
-14.31,-170.77,2017-04-26 00:00:00,18.0,12.89,23.44,24.72222222222222,94.0,0.0,0.5833872,40.23,18.12,0.021,1.89E-05
-14.31,-170.77,2017-04-26 00:15:00,19.0,12.89,23.35,24.73888888888889,94.0,0.0,0.72644,54.37,13.89,0.024,2.18E-05
-14.31,-170.77,2017-04-26 00:30:00,20.0,12.89,23.34,24.67222222222222,94.8,0.0,0.45955712,33.28,11.4,0.022,1.95E-05
-14.31,-170.77,2017-04-26 00:45:00,21.0,12.89,23.43,24.822222222222226,94.3,0.0,0.9575596799999999,58.19,14.05,0.026,2.33E-05
-14.31,-170.77,2017-04-26 01:00:00,22.0,12.88,23.58,24.944444444444446,96.2,0.0,0.92403168,28.34,12.41,0.019,1.67E-05
-14.31,-170.77,2017-04-26 01:15:00,23.0,12.88,23.78,24.95555555555556,96.4,0.0,1.2593116800000002,46.27,19.41,0.019,1.68E-05
-14.31,-170.77,2017-04-26 01:30:00,24.0,12.88,23.85,24.91111111111111,97.1,0.0,1.36481312,28.26,13.85,0.019,1.75E-05
-14.31,-170.77,2017-04-26 01:45:00,25.0,12.88,23.96,24.844444444444445,99.4,0.0,1.45824448,43.64,20.99,0.018,1.6E-05
-14.31,-170.77,2017-04-26 02:00:00,26.0,12.88,24.08,24.58888888888889,99.5,0.0,1.598168,24.35,21.94,0.019,1.71E-05
-14.31,-170.77,2017-04-26 02:15:00,27.0,12.88,24.09,24.116666666666664,100.0,0.0,1.8882969600000001,57.47,26.89,0.022,1.94E-05
-14.31,-170.77,2017-04-26 02:30:00,28.0,12.88,23.98,23.905555555555555,100.0,0.254,1.38180064,48.61,20.06,0.029,2.65E-05
-14.31,-170.77,2017-04-26 02:45:00,29.0,12.88,23.8,23.5,98.7,0.0,0.827024,41.22,11.95,0.017,1.56E-05
-14.31,-170.77,2017-04-26 03:00:00,30.0,12.88,23.5,23.56666666666667,93.9,0.0,0.6504432,45.67,7.477,0.018,1.66E-05
-14.31,-170.77,2017-04-26 03:15:00,31.0,12.88,23.12,23.86111111111111,94.8,0.0,0.98035872,57.17,8.63,0.023,2.08E-05
-14.31,-170.77,2017-04-26 03:30:00,32.0,12.88,22.96,23.805555555555554,94.8,0.0,0.6231737599999999,46.11,12.01,0.032,2.86E-05
-14.31,-170.77,2017-04-26 03:45:00,33.0,12.87,22.95,23.950000000000003,94.4,0.0,0.48235616,32.67,7.201,0.022,2E-05
-14.31,-170.77,2017-04-26 04:00:00,34.0,12.87,22.96,24.15555555555556,93.9,0.0,0.40591232,43.29,5.829,0.021,1.88E-05
-14.31,-170.77,2017-04-26 04:15:00,35.0,12.87,22.96,24.222222222222218,95.1,0.0,0.5833872,34.35,6.311,0.024,2.2E-05
-14.31,-170.77,2017-04-26 04:30:00,36.0,12.87,23.06,24.055555555555557,98.7,1.016,1.17750336,42.51,13.92,0.03,2.67E-05
-14.31,-170.77,2017-04-26 04:45:00,37.0,12.87,23.19,23.899999999999995,98.8,0.254,1.02193344,7.458,19.84,0.029,2.63E-05
-14.31,-170.77,2017-04-26 05:00:00,38.0,12.87,23.22,23.916666666666668,97.9,0.7619999999999999,0.90838528,37.68,19.38,0.026,2.36E-05
-14.31,-170.77,2017-04-26 05:15:00,39.0,12.87,23.21,23.83888888888889,97.9,0.0,1.34514336,33.48,16.53,0.031,2.8E-05
-14.31,-170.77,2017-04-26 05:30:00,40.0,12.87,23.1,23.588888888888885,100.0,0.254,1.810512,49.55,35.47,0.016,1.42E-05
-14.31,-170.77,2017-04-26 05:45:00,41.0,12.87,23.1,23.044444444444448,100.0,0.508,0.97275904,41.47,27.16,0.023,2.05E-05
-14.31,-170.77,2017-04-26 06:00:00,42.0,12.87,23.0,22.927777777777774,100.0,0.0,0.98617024,53.81,8.27,0.024,2.14E-05
-14.31,-170.77,2017-04-26 06:15:00,43.0,12.87,22.72,23.172222222222217,99.5,0.0,1.5624048,22.95,10.0,0.036,3.28E-05
-14.31,-170.77,2017-04-26 06:30:00,44.0,12.87,22.68,23.294444444444448,100.0,0.0,1.3791183999999999,26.02,23.83,0.943,0.000848272
-14.31,-170.77,2017-04-26 06:45:00,45.0,12.87,23.01,23.716666666666665,100.0,0.254,1.70232832,29.91,17.17,2.82,0.002538055
-14.31,-170.77,2017-04-26 07:00:00,46.0,12.89,23.4,23.8,100.0,0.0,1.3567664000000002,62.19,13.08,28.9,0.0260093
-14.31,-170.77,2017-04-26 07:15:00,47.0,12.8,27.16,23.783333333333335,100.0,0.0,0.67547744,45.28,17.86,56.15,0.05053772
-14.31,-170.77,2017-04-26 07:30:00,48.0,12.78,28.14,24.066666666666663,100.0,0.0,1.2360656,18.85,23.71,57.43,0.05168813
-14.31,-170.77,2017-04-26 07:45:00,49.0,12.79,28.63,24.33888888888889,100.0,0.0,2.00452736,24.14,9.39,69.16,0.062247
-14.31,-170.77,2017-04-26 08:00:00,50.0,12.85,29.19,24.427777777777777,99.2,1.016,1.8082768,45.05,19.92,148.7,0.1337888
-14.31,-170.77,2017-04-26 08:15:00,51.0,13.09,29.97,24.87777777777778,98.9,0.0,2.03134976,19.87,31.6,288.2,0.2593562
-14.31,-170.77,2017-04-26 08:30:00,52.0,13.06,30.4,25.18888888888889,98.6,0.0,2.02240896,22.91,21.79,221.5,0.1993365
-14.31,-170.77,2017-04-26 08:45:00,53.0,13.13,30.73,25.13888888888889,98.9,0.0,2.2003308799999997,12.18,23.77,275.1,0.2475469
-14.31,-170.77,2017-04-26 09:00:00,54.0,13.28,31.42,25.677777777777777,96.6,0.0,1.99960992,40.75,19.87,367.4,0.3306151
-14.31,-170.77,2017-04-26 09:15:00,55.0,13.28,32.14,25.900000000000002,96.6,0.0,1.60755584,51.18,20.6,338,0.3041947
-14.31,-170.77,2017-04-26 09:30:00,56.0,13.34,32.58,26.333333333333336,96.5,0.254,1.7890540799999999,43.81,23.56,379.4,0.3414358
-14.31,-170.77,2017-04-26 09:45:00,57.0,13.3,32.84,26.022222222222226,94.5,0.0,2.34114848,24.5,16.44,347,0.3122796
-14.31,-170.77,2017-04-26 10:00:00,58.0,13.4,34.57,26.305555555555554,93.7,0.0,2.03313792,37.57,13.65,500.2,0.4501351
-14.31,-170.77,2017-04-26 10:15:00,59.0,13.29,34.61,26.33888888888889,96.9,0.0,2.7367788799999997,9.27,14.9,310.5,0.2794245
-14.31,-170.77,2017-04-26 10:30:00,60.0,13.3,34.25,26.011111111111106,96.5,0.0,2.8708908799999997,9.49,21.38,375.4,0.3378308
-14.31,-170.77,2017-04-26 10:45:00,61.0,13.43,34.92,26.43888888888889,94.1,0.0,3.0465776,15.98,25.7,501.8,0.451625
-14.31,-170.77,2017-04-26 11:00:00,62.0,13.42,35.4,26.483333333333334,93.8,0.0,3.475736,19.66,15.76,477.9,0.4300995
-14.31,-170.77,2017-04-26 11:15:00,63.0,13.44,35.61,26.46111111111111,92.6,0.0,3.9071296,10.17,15.3,591.8,0.5325809
-14.31,-170.77,2017-04-26 11:30:00,64.0,13.42,35.81,26.57222222222222,92.3,0.0,3.7372544,11.74,14.13,569.7,0.5127248
-14.31,-170.77,2017-04-26 11:45:00,65.0,13.41,35.85,26.483333333333334,92.0,0.0,3.7774879999999995,26.91,20.79,539.1,0.4852178
-14.31,-170.77,2017-04-26 12:00:00,66.0,13.41,35.9,26.544444444444444,91.5,0.0,3.8490143999999997,14.81,14.19,562.1,0.5059231
-14.31,-170.77,2017-04-26 12:15:00,67.0,13.41,36.1,26.666666666666668,91.4,0.0,3.10826912,12.57,22.59,650.7,0.5856674
-14.31,-170.77,2017-04-26 12:30:00,68.0,13.42,36.67,26.888888888888893,89.1,0.0,3.7327839999999997,21.24,12.32,791.7,0.7125
-14.31,-170.77,2017-04-26 12:45:00,69.0,13.42,36.82,26.888888888888893,90.8,0.0,3.7730175999999997,22.72,19.71,678.5,0.6106218
-14.31,-170.77,2017-04-26 13:00:00,70.0,13.39,36.75,26.833333333333332,92.2,0.0,3.3317891200000003,27.3,33.51,579.5,0.5215243
-14.31,-170.77,2017-04-26 13:15:00,71.0,13.4,36.9,27.11111111111111,86.3,0.0,3.50971104,13.05,12.52,826,0.743363
-14.31,-170.77,2017-04-26 13:30:00,72.0,13.4,37.27,27.277777777777775,85.7,0.0,3.51909888,29.45,15.79,963,0.8667766
-14.31,-170.77,2017-04-26 13:45:00,73.0,13.38,37.39,27.22222222222222,85.3,0.0,3.26249792,18.11,20.66,758.5,0.682665
-14.31,-170.77,2017-04-26 14:00:00,74.0,13.38,37.83,27.333333333333332,84.7,0.0,2.89368992,14.83,28.27,776.7,0.6989996
-14.31,-170.77,2017-04-26 14:15:00,75.0,13.37,37.89,27.11111111111111,88.0,0.0,2.79534112,17.72,18.66,642,0.5778093
-14.31,-170.77,2017-04-26 14:30:00,76.0,13.37,38.03,26.999999999999996,86.9,0.0,3.23522848,11.41,15.67,696.4,0.6267744
-14.31,-170.77,2017-04-26 14:45:00,77.0,13.37,38.12,26.77777777777778,90.3,0.0,3.04031904,18.42,13.51,538.3,0.4844265
-14.31,-170.77,2017-04-26 15:00:00,78.0,13.36,37.87,26.533333333333335,90.0,0.0,2.81769312,30.26,9.8,322.9,0.2906258
-14.31,-170.77,2017-04-26 15:15:00,79.0,13.42,37.01,26.888888888888893,88.2,0.0,2.91201856,23.83,14.54,613.2,0.5519099
-14.31,-170.77,2017-04-26 15:30:00,80.0,13.4,37.39,27.055555555555557,87.1,0.0,2.63843008,25.35,17.04,510.1,0.4590707
-14.31,-170.77,2017-04-26 15:45:00,81.0,13.37,37.55,27.16666666666667,90.5,0.0,2.25442272,14.64,25.18,407.1,0.366387
-14.31,-170.77,2017-04-26 16:00:00,82.0,13.3,37.1,26.58888888888889,90.7,0.0,1.84225184,24.22,23.54,225.4,0.2028624
-14.31,-170.77,2017-04-26 16:15:00,83.0,13.47,35.16,26.57222222222222,91.2,0.0,2.1055584,14.05,22.89,253.3,0.2279857
-14.31,-170.77,2017-04-26 16:30:00,84.0,13.51,31.3,26.722222222222218,89.5,0.0,2.04476096,26.69,10.76,304.1,0.2737038
-14.31,-170.77,2017-04-26 16:45:00,85.0,13.44,30.74,26.77777777777778,90.7,0.0,2.05325472,41.67,12.22,207,0.1862704
-14.31,-170.77,2017-04-26 17:00:00,86.0,13.46,29.49,26.888888888888893,90.3,0.0,1.62052,36.34,29.28,217,0.1952729
-14.31,-170.77,2017-04-26 17:15:00,87.0,13.39,29.14,26.77777777777778,90.7,0.0,1.1725859200000002,38.85,17.37,156.6,0.1409781
-14.31,-170.77,2017-04-26 17:30:00,88.0,13.28,28.77,26.350000000000005,93.6,0.0,1.42337536,20.83,20.52,71.86,0.0646724
-14.31,-170.77,2017-04-26 17:45:00,89.0,13.2,28.11,26.0,93.9,0.0,1.15738656,36.15,22.84,35.62,0.03206136
-14.31,-170.77,2017-04-26 18:00:00,90.0,13.14,27.34,25.66111111111111,94.5,0.0,1.1801856,24.98,10.42,15.56,0.01400464
-14.31,-170.77,2017-04-26 18:15:00,91.0,13.1,26.64,25.41111111111111,94.6,0.0,1.69964608,20.66,7.98,4.051,0.003645551
-14.31,-170.77,2017-04-26 18:30:00,92.0,13.09,26.0,25.37777777777778,94.7,0.0,1.41756384,41.42,18.4,0.26,0.000234332
-14.31,-170.77,2017-04-26 18:45:00,93.0,13.08,25.59,25.300000000000004,94.4,0.0,1.0424972799999999,48.95,14.0,0.017,1.5E-05
-14.31,-170.77,2017-04-26 19:00:00,94.0,13.07,25.3,25.200000000000003,94.1,0.0,1.26914656,42.35,8.52,0.022,1.97E-05
-14.31,-170.77,2017-04-26 19:15:00,95.0,13.06,25.0,25.200000000000003,94.1,0.0,1.24321824,35.69,10.68,0.02,1.76E-05
-14.31,-170.77,2017-04-26 19:30:00,96.0,13.06,24.78,25.200000000000003,94.7,0.0,1.2807696000000002,38.96,12.31,0.02,1.83E-05
-14.31,-170.77,2017-04-26 19:45:00,97.0,13.05,24.62,25.200000000000003,95.5,0.0,1.4265046399999999,43.91,12.52,0.022,1.96E-05
-14.31,-170.77,2017-04-26 20:00:00,98.0,13.05,24.59,25.33888888888889,95.1,0.0,1.8015712000000002,38.52,13.16,0.019,1.74E-05
-14.31,-170.77,2017-04-26 20:15:00,99.0,13.05,24.65,25.311111111111114,94.6,0.0,1.5959328,27.93,8.16,0.018,1.64E-05
-14.31,-170.77,2017-04-26 20:30:00,100.0,13.04,24.65,25.288888888888884,94.6,0.0,1.56151072,34.75,10.64,0.025,2.21E-05
-14.31,-170.77,2017-04-26 20:45:00,101.0,13.04,24.62,25.34444444444445,94.3,0.0,1.352296,29.22,9.86,0.017,1.52E-05
-14.31,-170.77,2017-04-26 21:00:00,102.0,13.04,24.6,25.32222222222222,93.4,0.0,1.1810796799999999,34.2,14.87,0.019,1.74E-05
-14.31,-170.77,2017-04-26 21:15:00,103.0,13.03,24.62,25.32222222222222,94.7,0.0,1.14084608,26.04,11.38,0.029,2.6E-05
-14.31,-170.77,2017-04-26 21:30:00,104.0,13.03,24.66,25.32222222222222,95.9,0.0,1.20656096,33.33,12.72,0.033,3E-05
-14.31,-170.77,2017-04-26 21:45:00,105.0,13.03,24.68,25.26111111111111,95.8,0.0,1.31519168,33.02,13.05,0.021,1.91E-05
-14.31,-170.77,2017-04-26 22:00:00,106.0,13.03,24.66,25.155555555555555,96.2,0.0,1.44483328,25.61,13.7,0.022,2.02E-05
-14.31,-170.77,2017-04-26 22:15:00,107.0,13.03,24.45,25.08888888888889,96.5,0.0,1.3210032,28.54,11.09,0.013,1.15E-05
-14.31,-170.77,2017-04-26 22:30:00,108.0,13.02,24.33,25.12222222222222,96.8,0.0,1.1511280000000002,22.49,13.18,0.02,1.83E-05
-14.31,-170.77,2017-04-26 22:45:00,109.0,13.02,24.29,25.12222222222222,96.2,0.0,1.33754368,40.99,18.36,0.012,1.09E-05
-14.31,-170.77,2017-04-26 23:00:00,110.0,13.02,24.31,25.177777777777774,95.6,0.0,1.13682272,39.31,14.36,0.025,2.23E-05
-14.31,-170.77,2017-04-26 23:15:00,111.0,13.02,24.37,25.216666666666665,95.8,0.0,1.0152278399999999,39.53,11.75,0.024,2.2E-05
-14.31,-170.77,2017-04-26 23:30:00,112.0,13.02,24.46,25.283333333333335,95.9,0.0,1.25573536,40.52,16.52,0.021,1.88E-05
-14.31,-170.77,2017-04-26 23:45:00,113.0,13.01,24.52,25.222222222222225,97.7,0.0,1.02774496,29.81,15.97,0.023,2.03E-05
-14.31,-170.77,2017-04-27 00:00:00,114.0,13.01,24.57,25.18333333333333,97.4,0.0,1.25260608,47.03,16.27,0.026,2.34E-05
-14.31,-170.77,2017-04-27 00:15:00,115.0,13.01,24.49,25.18888888888889,97.7,0.0,1.4265046399999999,36.52,14.0,0.023,2.06E-05
-14.31,-170.77,2017-04-27 00:30:00,116.0,13.01,24.57,25.233333333333334,97.2,0.0,1.07244896,39.45,13.05,0.018,1.65E-05
-14.31,-170.77,2017-04-27 00:45:00,117.0,13.01,24.65,25.294444444444444,97.6,0.0,1.1918086399999999,34.06,17.53,0.029,2.61E-05
-14.31,-170.77,2017-04-27 01:00:00,118.0,13.01,24.73,25.283333333333335,96.9,0.0,1.21103136,39.18,14.98,0.026,2.35E-05
-14.31,-170.77,2017-04-27 01:15:00,119.0,13.01,24.74,25.166666666666668,96.5,0.0,1.06529632,29.55,15.91,0.028,2.54E-05
-14.31,-170.77,2017-04-27 01:30:00,120.0,13.01,24.65,25.149999999999995,96.7,0.0,1.06574336,48.23,14.51,0.022,1.97E-05
-14.31,-170.77,2017-04-27 01:45:00,121.0,13.01,24.59,25.166666666666668,97.5,0.0,1.07244896,43.64,13.45,0.023,2.11E-05
-14.31,-170.77,2017-04-27 02:00:00,122.0,13.01,24.65,25.216666666666665,97.5,0.0,0.9866172799999999,59.37,8.73,0.019,1.75E-05
-14.31,-170.77,2017-04-27 02:15:00,123.0,13.0,24.69,25.21111111111111,96.7,0.0,1.43410432,52.98,14.21,0.025,2.21E-05
-14.31,-170.77,2017-04-27 02:30:00,124.0,13.0,24.69,24.966666666666665,98.7,0.0,1.21416064,42.98,17.59,0.024,2.16E-05
-14.31,-170.77,2017-04-27 02:45:00,125.0,13.0,24.62,24.650000000000002,98.9,0.0,0.90167968,60.13,22.53,0.028,2.56E-05
-14.31,-170.77,2017-04-27 03:00:00,126.0,13.0,24.41,24.477777777777778,98.6,0.0,0.31158687999999995,65.37,12.21,0.021,1.88E-05
-14.31,-170.77,2017-04-27 03:15:00,127.0,13.0,24.11,24.499999999999996,98.1,0.0,0.45642784,89.2,13.86,0.022,2E-05
-14.31,-170.77,2017-04-27 03:30:00,128.0,13.0,23.87,24.53333333333333,97.7,0.0,0.592328,85.5,14.84,0.023,2.1E-05
-14.31,-170.77,2017-04-27 03:45:00,129.0,13.0,23.74,24.555555555555557,97.9,0.0,0.69425312,72.86,25.78,0.021,1.85E-05
-14.31,-170.77,2017-04-27 04:00:00,130.0,13.0,23.7,24.638888888888886,97.8,0.0,0.9209024,76.88,13.33,0.025,2.29E-05
-14.31,-170.77,2017-04-27 04:15:00,131.0,13.0,23.69,24.61111111111111,97.6,0.0,0.88111584,75.97,18.07,0.032,2.89E-05
-14.31,-170.77,2017-04-27 04:30:00,132.0,13.0,23.66,24.59444444444444,97.7,0.0,0.6339027199999999,86.2,12.58,0.022,2.02E-05
-14.31,-170.77,2017-04-27 04:45:00,133.0,13.0,23.58,24.499999999999996,97.8,0.0,0.22843744,86.3,3.067,0.03,2.66E-05
-14.31,-170.77,2017-04-27 05:00:00,134.0,12.99,23.52,24.494444444444447,98.8,0.0,0.54404768,76.39,11.61,0.027,2.4E-05
-14.31,-170.77,2017-04-27 05:15:00,135.0,12.99,23.54,24.53333333333333,98.7,0.0,0.23290784,87.6,5.221,0.028,2.55E-05
-14.31,-170.77,2017-04-27 05:30:00,136.0,12.99,23.55,24.577777777777776,98.1,0.0,0.41574720000000004,82.8,3.156,0.021,1.87E-05
-14.31,-170.77,2017-04-27 05:45:00,137.0,12.99,23.72,24.561111111111106,99.6,0.0,0.94593664,63.28,11.02,0.022,1.96E-05
-14.31,-170.77,2017-04-27 06:00:00,138.0,12.99,23.76,24.272222222222222,100.0,0.0,0.36031424,60.62,4.128,0.013,1.2E-05
-14.31,-170.77,2017-04-27 06:15:00,139.0,12.99,23.77,24.283333333333328,100.0,0.0,1.01835712,19.3,29.01,0.03,2.74E-05
-14.31,-170.77,2017-04-27 06:30:00,140.0,12.99,23.77,23.855555555555554,96.8,0.0,0.63211456,338.9,25.47,0.721,0.000648596
-14.31,-170.77,2017-04-27 06:45:00,141.0,12.99,23.58,23.905555555555555,99.0,0.0,0.50292,232.2,36.15,7.175,0.006457529
-14.31,-170.77,2017-04-27 07:00:00,142.0,13.03,23.42,24.244444444444444,99.8,0.0,0.17836896,198.1,5.916,33.04,0.02973715
-14.31,-170.77,2017-04-27 07:15:00,143.0,12.92,27.37,24.549999999999997,96.9,0.0,0.23290784,236.6,24.76,118.2,0.1063845
-14.31,-170.77,2017-04-27 07:30:00,144.0,13.0,28.96,26.06111111111111,90.7,0.0,0.75952096,3.225,16.41,187.8,0.169041
-14.31,-170.77,2017-04-27 07:45:00,145.0,13.11,30.08,26.244444444444444,90.9,0.0,1.15023392,24.65,12.09,218,0.1962007
-14.31,-170.77,2017-04-27 08:00:00,146.0,13.27,31.22,26.58333333333333,90.9,0.0,1.03310944,36.34,26.6,234.6,0.2111483
-14.31,-170.77,2017-04-27 08:15:00,147.0,13.18,31.95,26.666666666666668,93.2,0.0,1.20521984,19.92,10.93,176.9,0.1591759
-14.31,-170.77,2017-04-27 08:30:00,148.0,13.0,31.99,26.100000000000005,93.7,0.0,1.4484096,23.35,8.75,90.8,0.08171658
-14.31,-170.77,2017-04-27 08:45:00,149.0,12.94,32.05,26.272222222222226,92.8,0.0,1.41175232,27.86,26.07,103,0.0926968
-14.31,-170.77,2017-04-27 09:00:00,150.0,12.99,32.0,26.305555555555554,91.8,0.0,1.83554624,28.28,12.65,141.2,0.1270706
-14.31,-170.77,2017-04-27 09:15:00,151.0,13.06,32.04,26.622222222222224,89.1,0.0,1.8006771199999998,11.76,19.94,211,0.1899184
-14.31,-170.77,2017-04-27 09:30:00,152.0,13.15,32.36,26.833333333333332,87.7,0.0,2.0295616,21.76,9.53,242.7,0.2184378
-14.31,-170.77,2017-04-27 09:45:00,153.0,13.42,33.77,27.277777777777775,87.3,0.0,1.83644032,34.2,11.71,481.5,0.4333573
-14.31,-170.77,2017-04-27 10:00:00,154.0,13.46,34.94,27.22222222222222,86.1,0.0,1.79397152,10.34,11.91,531.4,0.4782785
-14.31,-170.77,2017-04-27 10:15:00,155.0,13.42,36.0,27.555555555555554,87.8,0.0,1.77653696,13.43,20.96,487.7,0.4389077
-14.31,-170.77,2017-04-27 10:30:00,156.0,13.39,36.07,27.22222222222222,88.9,0.0,1.63884864,11.79,14.68,398.8,0.3589056
-14.31,-170.77,2017-04-27 10:45:00,157.0,13.39,36.2,27.38888888888889,86.5,0.0,1.59727392,14.74,13.43,509.1,0.4581572
-14.31,-170.77,2017-04-27 11:00:00,158.0,13.39,36.6,27.722222222222225,84.9,0.0,1.81319424,11.37,26.58,450.5,0.4054132
-14.31,-170.77,2017-04-27 11:15:00,159.0,13.4,36.74,27.38888888888889,87.4,0.0,1.86326272,23.42,28.34,526.5,0.4738181
-14.31,-170.77,2017-04-27 11:30:00,160.0,13.4,36.77,27.444444444444446,87.3,0.0,1.71976288,358.2,33.83,466.3,0.4196767
-14.31,-170.77,2017-04-27 11:45:00,161.0,13.41,37.18,27.77777777777778,85.4,0.0,1.8395696000000001,5.334,23.68,664.7,0.5982309
-14.31,-170.77,2017-04-27 12:00:00,162.0,13.4,37.76,27.88888888888889,85.1,0.0,1.9155664000000001,26.36,16.49,805,0.7244501
-14.31,-170.77,2017-04-27 12:15:00,163.0,13.39,38.47,28.111111111111107,86.3,0.0,1.7313859200000001,7.79,11.99,750.3,0.6752559
-14.31,-170.77,2017-04-27 12:30:00,164.0,13.38,38.53,28.000000000000004,85.2,0.0,1.59995616,32.14,26.75,494.2,0.4447897
-14.31,-170.77,2017-04-27 12:45:00,165.0,13.39,38.23,27.666666666666668,88.2,0.0,1.8730976000000001,7.386,19.05,738.3,0.6644776
-14.31,-170.77,2017-04-27 13:00:00,166.0,13.39,38.27,28.166666666666668,84.2,0.0,2.11047584,11.95,20.37,1000,0.9003706
-14.31,-170.77,2017-04-27 13:15:00,167.0,13.37,38.57,28.277777777777782,87.8,0.0,1.75552608,10.13,39.54,592.3,0.5330252
-14.31,-170.77,2017-04-27 13:30:00,168.0,13.36,38.53,27.88888888888889,87.0,0.0,1.60800288,9.11,21.7,576.6,0.5188963
-14.31,-170.77,2017-04-27 13:45:00,169.0,13.36,38.25,27.83333333333333,84.8,0.0,2.01793856,22.72,12.89,598,0.5381699
-14.31,-170.77,2017-04-27 14:00:00,170.0,13.37,38.42,27.944444444444443,86.4,0.0,1.73630336,8.07,26.42,685.9,0.6172906
-14.31,-170.77,2017-04-27 14:15:00,171.0,13.36,38.91,28.166666666666668,81.3,0.0,1.8055945599999998,21.35,24.18,605,0.5445017
-14.31,-170.77,2017-04-27 14:30:00,172.0,13.36,39.32,28.22222222222222,83.4,0.0,1.88561472,1.751,14.39,774.3,0.6969028
-14.31,-170.77,2017-04-27 14:45:00,173.0,13.34,39.43,27.88888888888889,88.0,0.0,1.64331904,24.32,14.73,337.3,0.3035594
-14.31,-170.77,2017-04-27 15:00:00,174.0,13.33,38.91,27.22222222222222,88.8,0.0,1.73049184,23.61,18.38,281.5,0.2533205
-14.31,-170.77,2017-04-27 15:15:00,175.0,13.35,37.51,27.11111111111111,87.6,0.0,2.12031072,22.02,17.39,411.5,0.3703062
-14.31,-170.77,2017-04-27 15:30:00,176.0,13.35,36.79,26.999999999999996,89.8,0.0,2.14400384,14.13,14.71,354.2,0.3188073
-14.31,-170.77,2017-04-27 15:45:00,177.0,13.35,36.61,27.055555555555557,90.4,0.0,1.70724576,11.69,21.8,273.8,0.2464584
-14.31,-170.77,2017-04-27 16:00:00,178.0,13.36,36.19,26.77777777777778,90.1,0.0,1.218184,21.97,37.98,235.3,0.2117682
-14.31,-170.77,2017-04-27 16:15:00,179.0,13.41,35.41,26.833333333333332,90.8,0.0,1.385824,25.72,30.89,193.4,0.1740328
-14.31,-170.77,2017-04-27 16:30:00,180.0,13.45,31.37,26.350000000000005,92.3,0.0,1.18510304,71.05,16.8,174.4,0.1569815
-14.31,-170.77,2017-04-27 16:45:00,181.0,13.43,30.05,26.033333333333335,92.8,0.0,0.90123264,72.63,9.73,128.4,0.1155264
-14.31,-170.77,2017-04-27 17:00:00,182.0,13.39,28.49,25.599999999999998,94.9,2.2859999999999996,1.09614208,63.07,15.6,102.5,0.09229058
