TOA5,3.1.1 Poloa,CR300-WIFI,1,CR300-WIFI.Std.07.04,CPU:WRRC_ASPA_prog_wWiFiLogic.CR300,21976,Afono_wx,,,,,
TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Max,AirTF_Avg,RH,Rain_in_Tot,WS_mph_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,SlrW_Avg,SlrMJ_Tot,BattV_Avg
TS,RN,Volts,Deg C,Deg F,%,inch,miles/hour,Deg,Deg,W/m^2,MJ/m^2,Volts
,,Avg,Max,Avg,Smp,Tot,WVc,WVc,WVc,Avg,Tot,Avg
6/14/20 0:30,34805,12.4,23.73,75.13,98.7,0,2.383,65.08,0.027,0.008,6.97E-06,12.39
6/14/20 0:45,34806,12.39,23.81,75.14,97.9,0,2.809,67.08,0.025,0.008,7.30E-06,12.39
6/14/20 1:00,34807,12.39,23.8,74.88,99.6,0.01,3.808,66.7,0.032,0.005,4.72E-06,12.39
6/14/20 1:15,34808,12.39,23.81,75.56,96.5,0,3.256,70.2,0.027,0.001,1.18E-06,12.39
6/14/20 1:30,34809,12.39,23.88,75.93,95,0,3.57,67.53,0.035,0.01,8.90E-06,12.38
6/14/20 1:45,34810,12.39,23.9,75.73,96.1,0,2.99,56.08,0.029,0.005,4.94E-06,12.38
6/14/20 2:00,34811,12.38,23.91,75.2,96.9,0,3.197,55.03,0.03,0.005,4.51E-06,12.38
6/14/20 2:15,34812,12.38,23.78,75.28,96.2,0,3.307,54.26,0.026,0.006,5.79E-06,12.38
6/14/20 2:30,34813,12.38,23.73,75.46,95.2,0,3.312,45.72,0.022,0.005,4.08E-06,12.38
6/14/20 2:45,34814,12.38,23.83,75.72,93.7,0,3.359,63.21,0.028,0.01,9.33E-06,12.37
6/14/20 3:00,34815,12.38,23.93,75.6,94.7,0,2.932,45.5,0.026,0.009,8.37E-06,12.37
6/14/20 3:15,34816,12.38,24.03,75.72,94.3,0,3.154,54.41,0.028,0.004,3.65E-06,12.37
6/14/20 3:30,34817,12.37,24.12,75.88,95.7,0,2.912,56.06,0.025,0.009,8.26E-06,12.37
6/14/20 3:45,34818,12.37,24.24,75.98,95.3,0,2.757,43.9,0.028,0.011,9.76E-06,12.37
6/14/20 4:00,34819,12.37,24.27,75.65,99.6,0.02,2.977,74.71,0.027,0.006,5.26E-06,12.37
6/14/20 4:15,34820,12.37,24.12,74.62,100,0,2.677,46.34,0.026,0.015,1.36E-05,12.37
6/14/20 4:30,34821,12.37,23.81,74.68,100,0,3.65,60.71,0.028,0.006,5.36E-06,12.36
6/14/20 4:45,34822,12.36,23.78,75.02,100,0,3.117,66.64,0.027,0.003,2.47E-06,12.36
6/14/20 5:00,34823,12.36,23.84,75.17,100,0,2.371,43,0.031,0.007,6.12E-06,12.36
6/14/20 5:15,34824,12.36,23.84,75.02,99.3,0.01,2.614,58.71,0.028,0.005,4.08E-06,12.36
6/14/20 5:30,34825,12.36,23.79,74.58,100,0,1.894,46.41,0.023,0.002,1.39E-06,12.36
6/14/20 5:45,34826,12.36,23.65,74.29,100,0,1.896,53.74,0.02,0.005,4.61E-06,12.35
6/14/20 6:00,34827,12.35,23.51,74.3,100,0,2.306,46.2,0.031,0.004,3.22E-06,12.35
6/14/20 6:15,34828,12.35,23.51,74.41,100,0.01,2.884,48.84,0.029,0.003,3.00E-06,12.35
6/14/20 6:30,34829,12.35,23.6,74.74,100,0,2.742,53.43,0.026,0.011,1.02E-05,12.35
6/14/20 6:45,34830,12.35,23.68,74.8,100,0,1.95,53.49,0.025,0.296,0.0002668262,12.34
6/14/20 7:00,34831,12.35,23.72,74.62,100,0,2.599,60.33,0.028,2.784,0.002506042,12.34
6/14/20 7:15,34832,12.35,23.78,74.8,100,0,2.474,61.75,0.026,9.62,0.008662463,12.35
6/14/20 7:30,34833,12.35,23.94,75.05,99.6,0,3.206,44.67,0.024,17.21,0.0154889,12.35
6/14/20 7:45,34834,12.37,24.07,75.08,99.2,0,2.813,54.6,0.032,33.26,0.02993313,12.36
6/14/20 8:00,34835,12.38,24.25,75.13,98.9,0,2.651,61.76,0.028,45.86,0.04127491,12.37
6/14/20 8:15,34836,12.39,24.44,75.47,98.8,0,2.876,61.59,0.028,53.8,0.04842053,12.39
6/14/20 8:30,34837,12.4,24.62,75.59,98.3,0,2.906,50.16,0.022,62.65,0.05638851,12.4
6/14/20 8:45,34838,12.44,24.81,75.66,97.5,0,2.571,56.62,0.03,89.9,0.08086571,12.44
6/14/20 9:00,34839,12.45,25.05,76.1,96.9,0,2.757,63.71,0.027,95.2,0.08569937,12.45
6/14/20 9:15,34840,12.49,25.11,75.99,95.9,0,2.459,65.96,0.028,120.4,0.1083722,12.49
6/14/20 9:30,34841,12.55,25.5,76.4,95.4,0,2.629,71.72,0.028,156.1,0.1405075,12.55
6/14/20 9:45,34842,12.72,26.19,77.11,91.8,0,1.965,63.62,0.026,229.8,0.2068629,12.72
6/14/20 10:00,34843,12.74,26.55,77.11,93.9,0,2.796,57.53,0.024,195.8,0.176228,12.74
6/14/20 10:15,34844,12.88,27.07,77.67,91,0,2.906,71.35,0.024,287.2,0.2585116,12.88
6/14/20 10:30,34845,12.76,27.07,76.98,92.7,0,3.428,57.65,0.027,157.9,0.142101,12.76
6/14/20 10:45,34846,12.79,26.81,76.83,91.4,0,3.389,68.15,0.029,193.4,0.1740566,12.79
6/14/20 11:00,34847,12.83,26.85,77.01,90.6,0,3.029,57.08,0.03,234.6,0.2111849,12.83
6/14/20 11:15,34848,12.9,27.26,77.4,89.7,0,2.927,75.5,0.028,306.9,0.2761724,12.9
6/14/20 11:30,34849,12.96,27.83,77.66,89.1,0,3.018,42.11,0.029,385.9,0.3473505,12.96
6/14/20 11:45,34850,12.93,28.22,77.94,88.5,0,2.781,61.68,0.033,348.6,0.3137212,12.93
6/14/20 12:00,34851,13.15,29.75,78.5,84.4,0,2.584,65.93,0.027,683.1,0.6148252,13.15
6/14/20 12:15,34852,13.2,31.1,80.2,87.4,0,2.899,53.27,0.029,680.9,0.6128186,13.2
6/14/20 12:30,34853,13.32,32.52,80.7,84.3,0,3.113,68.13,0.031,838,0.7538999,13.32
6/14/20 12:45,34854,13.37,34.75,82,84.1,0,2.852,58.32,0.03,861,0.7745715,13.37
6/14/20 13:00,34855,13.33,34.32,81.7,86.3,0,2.837,68.16,0.026,727.2,0.6544845,13.32
6/14/20 13:15,34856,13.11,34.23,79.96,89.7,0,2.813,66.7,0.025,429.8,0.3868577,13.11
6/14/20 13:30,34857,13.06,31.57,79.21,90.6,0,3.132,64.3,0.024,378.3,0.3404551,13.06
6/14/20 13:45,34858,13.14,30.56,79.41,89.1,0,3.506,74.49,0.027,454.7,0.4091909,13.14
6/14/20 14:00,34859,13.11,30.47,79.28,89.3,0,3.065,59.11,0.032,405.4,0.3648897,13.11
6/14/20 14:15,34860,13.17,31,80,88.7,0,3.072,61.98,0.024,433.2,0.3898523,13.17
6/14/20 14:30,34861,13.25,31.68,79.64,87.5,0,2.895,61.99,0.024,502.3,0.4520632,13.24
6/14/20 14:45,34862,13.06,31.2,79.14,89.3,0,3.284,48.32,0.028,291.4,0.2622445,13.06
6/14/20 15:00,34863,13.04,30.23,78.4,89.2,0,2.943,51.71,0.027,261.8,0.2355985,13.03
6/14/20 15:15,34864,13.04,29.53,78.2,89.8,0,2.504,55.45,0.031,267.4,0.2406151,13.04
6/14/20 15:30,34865,13.04,29.22,78.26,88.9,0,2.502,57.66,0.028,264,0.2376399,13.04
6/14/20 15:45,34866,13.01,28.94,77.92,90.6,0,2.576,62.25,0.023,240.1,0.2161287,13.01
6/14/20 16:00,34867,13.08,28.81,78.1,87.7,0,2.617,74.94,0.03,275,0.2474967,13.08
6/14/20 16:15,34868,12.97,28.64,77.74,90.2,0,2.183,77.29,0.017,185.1,0.1666249,12.97
6/14/20 16:30,34869,12.97,28.22,77.34,90.6,0,2.282,47.08,0.023,182.3,0.1640374,12.97
6/14/20 16:45,34870,13.03,28.15,77.89,86.5,0,2.304,52.04,0.031,194.7,0.1752747,13.03
6/14/20 17:00,34871,12.84,27.98,77.23,92,0,2.09,51.22,0.034,85.9,0.07729033,12.83
6/14/20 17:15,34872,12.77,27.35,76.41,92.9,0,2.314,56.37,0.024,67.18,0.06045914,12.77
6/14/20 17:30,34873,12.72,26.61,76.27,93.7,0,2.323,49.68,0.031,52.73,0.04745815,12.72
6/14/20 17:45,34874,12.69,26.12,76.17,93.5,0,1.44,58.02,0.018,36.25,0.0326294,12.68
6/14/20 18:00,34875,12.64,25.79,75.95,93,0,1.767,61.45,0.028,9.73,0.008758164,12.64
6/14/20 18:15,34876,12.62,25.42,75.77,93.8,0,2.028,66.39,0.031,2.06,0.001853943,12.62
6/14/20 18:30,34877,12.62,24.99,75.54,93.6,0,1.243,58.24,0.014,0.156,0.0001400113,12.61
6/14/20 18:45,34878,12.61,24.67,75.63,93,0,1.37,62.33,0.018,0.008,7.08E-06,12.61
6/14/20 19:00,34879,12.6,24.54,75.54,94.1,0,1.281,58.67,0.017,0.006,5.69E-06,12.6
6/14/20 19:15,34880,12.6,24.4,75.48,93.7,0,2.109,61.47,0.031,0.005,4.18E-06,12.6
6/14/20 19:30,34881,12.59,24.23,75.39,94.5,0,2.194,59.28,0.028,0.006,5.47E-06,12.59
6/14/20 19:45,34882,12.59,24.07,75.35,94,0,2.014,61.22,0.03,0.005,4.94E-06,12.59
6/14/20 20:00,34883,12.59,24.03,75.52,94,0,1.378,55.58,0.022,0.006,5.79E-06,12.58
6/14/20 20:15,34884,12.58,24.04,75.41,93.7,0,1.33,61.65,0.014,0.007,6.54E-06,12.58
6/14/20 20:30,34885,12.58,24.04,75.39,91.8,0,2.142,56.26,0.025,0.008,7.19E-06,12.58
6/14/20 20:45,34886,12.58,23.98,75.43,93.6,0,2.394,58.31,0.03,0.003,2.68E-06,12.57
6/14/20 21:00,34887,12.57,23.92,75.36,93.9,0,1.913,60.47,0.034,0.008,7.30E-06,12.57
6/14/20 21:15,34888,12.57,23.88,75.38,93,0,1.864,54.17,0.031,0.009,8.26E-06,12.57
6/14/20 21:30,34889,12.57,23.88,75.46,94.3,0,1.715,58.38,0.026,0.006,5.58E-06,12.56
6/14/20 21:45,34890,12.56,23.88,75.45,94.6,0,1.281,46.93,0.021,0.005,4.40E-06,12.56
6/14/20 22:00,34891,12.56,23.9,75.58,94.2,0,1.07,43.97,0.016,0.005,4.40E-06,12.56
6/14/20 22:15,34892,12.56,23.93,75.58,94.4,0,0.628,64.54,0.021,0.004,3.43E-06,12.55
6/14/20 22:30,34893,12.55,23.92,75.48,95.3,0,0.493,37.78,0.011,0.009,8.15E-06,12.55
6/14/20 22:45,34894,12.55,23.88,75.35,95.3,0,0.739,59.98,0.018,0.008,7.51E-06,12.54
6/14/20 23:00,34895,12.54,23.82,75.47,95,0,1.231,61.83,0.022,0.007,6.12E-06,12.54
6/14/20 23:15,34896,12.54,23.84,75.49,95,0,1.958,56.24,0.028,0.006,5.58E-06,12.54
6/14/20 23:30,34897,12.54,23.82,75.46,95.8,0,2.01,55.38,0.029,0.006,5.47E-06,12.53
6/14/20 23:45,34898,12.53,23.75,75.43,96.4,0,0.579,58.03,0.014,0.006,5.15E-06,12.53
6/15/20 0:00,34899,12.53,23.68,75.38,96.2,0,1.397,53.72,0.021,0.005,4.08E-06,12.52
6/15/20 0:15,34900,12.52,23.61,75.28,96.1,0,1.198,58.7,0.026,0.004,3.65E-06,12.52
6/15/20 0:30,34901,12.52,23.53,75.34,96.1,0,1.149,59.04,0.027,0.002,1.50E-06,12.51
6/15/20 0:45,34902,12.51,23.52,75.34,96.9,0,0,0,0,0.006,5.79E-06,12.51
6/15/20 1:00,34903,12.51,23.48,75.32,96.8,0,0.774,48.72,0.017,0.005,4.08E-06,12.5
6/15/20 1:15,34904,12.5,23.45,75.18,96.5,0,1.34,60.49,0.031,0.002,2.15E-06,12.5
6/15/20 1:30,34905,12.5,23.41,75.16,96.7,0,1.489,57.08,0.024,0.007,6.01E-06,12.5
6/15/20 1:45,34906,12.49,23.38,75.26,96.6,0,1.159,54.75,0.019,0.006,5.47E-06,12.49
6/15/20 2:00,34907,12.49,23.38,75.27,97.2,0,1.02,51.14,0.023,0.007,6.33E-06,12.49
6/15/20 2:15,34908,12.48,23.38,75.2,96.3,0,0.292,88.4,0.007,0.006,5.79E-06,12.48
6/15/20 2:30,34909,12.48,23.39,75.3,96.6,0,0.221,63.87,0.005,0.009,7.72E-06,12.48
6/15/20 2:45,34910,12.47,23.39,75.32,96.7,0,0,0,0,0.005,4.61E-06,12.47
6/15/20 3:00,34911,12.47,23.42,75.46,96.3,0,1.081,56.26,0.022,0.006,5.15E-06,12.47
6/15/20 3:15,34912,12.47,23.45,75.4,96.4,0,1.565,60.22,0.03,0.006,5.69E-06,12.46
6/15/20 3:30,34913,12.46,23.44,75.34,96.4,0,1.902,62.36,0.033,0.003,3.00E-06,12.46
6/15/20 3:45,34914,12.46,23.5,75.46,96.9,0,2.086,57.25,0.026,0.003,2.68E-06,12.45
6/15/20 4:00,34915,12.45,23.62,75.66,96.5,0,1.609,60.36,0.03,0.012,1.06E-05,12.45
6/15/20 4:15,34916,12.45,23.69,75.71,95.7,0,1.917,63.13,0.03,0.002,1.82E-06,12.45
6/15/20 4:30,34917,12.44,23.79,75.97,96.3,0,2.37,57.76,0.031,0.006,5.47E-06,12.44
6/15/20 4:45,34918,12.44,23.82,75.96,96.2,0,2.28,57.22,0.03,0.006,5.69E-06,12.44
6/15/20 5:00,34919,12.44,23.91,76.13,96,0,2.72,61.01,0.031,0.005,4.08E-06,12.43
6/15/20 5:15,34920,12.43,23.97,76.09,95.6,0,2.33,60.67,0.03,0.002,1.50E-06,12.43
6/15/20 5:30,34921,12.43,23.94,75.89,95.4,0,2.286,64.01,0.031,0.008,6.97E-06,12.42
6/15/20 5:45,34922,12.42,23.86,75.88,95.4,0,2.567,57.38,0.024,0.003,2.36E-06,12.42
6/15/20 6:00,34923,12.42,23.82,76,96.4,0,2.284,63.31,0.031,0.003,2.68E-06,12.42
6/15/20 6:15,34924,12.42,23.85,76.09,96.4,0,2.23,58.98,0.024,0.003,2.36E-06,12.41
6/15/20 6:30,34925,12.41,23.98,76.28,96.4,0,2.52,66.27,0.027,0.014,1.24E-05,12.41
6/15/20 6:45,34926,12.41,24.07,76.37,96.1,0,2.191,59.08,0.027,0.763,0.0006869674,12.4
6/15/20 7:00,34927,12.4,24.29,76.59,95.2,0,2.433,56.35,0.027,4.328,0.003894782,12.4
6/15/20 7:15,34928,12.41,24.48,76.78,94.6,0,2.861,49.53,0.03,12.72,0.01144713,12.4
6/15/20 7:30,34929,12.42,24.69,76.98,94,0,2.82,63.31,0.029,25.76,0.0231878,12.41
6/15/20 7:45,34930,12.42,24.87,77.02,95,0,2.443,63.92,0.026,38.96,0.03506033,12.42
6/15/20 8:00,34931,12.43,25.05,77.07,95.6,0,2.591,61.73,0.028,42.61,0.03835119,12.42
6/15/20 8:15,34932,12.47,25.36,77.35,95.8,0,2.735,67.49,0.029,90.2,0.08116075,12.47
6/15/20 8:30,34933,12.48,25.65,77.73,95.7,0,3.078,64.04,0.032,79.16,0.07124291,12.48
6/15/20 8:45,34934,12.59,25.98,77.79,94.8,0,2.686,59.07,0.036,171.6,0.1544099,12.59
6/15/20 9:00,34935,12.49,25.97,77.8,95,0,2.884,46.62,0.022,98,0.08823996,12.48
6/15/20 9:15,34936,12.49,25.99,77.91,94.4,0,2.544,64.16,0.031,130.2,0.1171674,12.49
6/15/20 9:30,34937,12.55,26.5,78.04,93.2,0,2.548,60.98,0.032,234.3,0.2108484,12.54
6/15/20 9:45,34938,12.62,27.11,78.46,94,0,1.698,60.06,0.026,185.5,0.1669307,12.62
6/15/20 10:00,34939,12.77,27.85,79.06,89.1,0,2.591,45.54,0.021,328.4,0.2955526,12.77
6/15/20 10:15,34940,12.99,29.2,80.5,89.2,0,2.509,69.64,0.029,532.9,0.4795885,12.99
6/15/20 10:30,34941,12.97,29.85,80.2,90.7,0,2.817,58.86,0.027,433.2,0.3898904,12.96
6/15/20 10:45,34942,12.95,30.14,80.3,89.6,0,2.522,49.74,0.025,415.6,0.3740409,12.95
6/15/20 11:00,34943,12.79,29.82,79.07,92.8,0,2.703,59.25,0.026,180.3,0.162301,12.78
6/15/20 11:15,34944,13.13,30.37,80.4,88.2,0,3.296,50.05,0.03,631,0.5679096,13.13
6/15/20 11:30,34945,13.16,31.64,82,87.6,0,2.627,56.88,0.03,606.1,0.5454698,13.15
6/15/20 11:45,34946,12.95,31.26,80.3,91.3,0,3.348,43.16,0.03,325.7,0.2931015,12.94
6/15/20 12:00,34947,12.92,30.45,79.71,90.8,0,2.929,29.68,0.02,293.7,0.2643462,12.92
6/15/20 12:15,34948,13.04,30.17,79.65,89.6,0,3.156,67,0.022,413.4,0.3720497,13.03
6/15/20 12:30,34949,13.01,29.88,80.1,90.5,0,2.748,38.62,0.023,307.3,0.2766075,12.99
6/15/20 12:45,34950,13.15,30.72,80.3,89.3,0,2.886,54.87,0.026,507.3,0.4565907,13.14
6/15/20 13:00,34951,13.01,30.76,80.3,87,0,3.264,65.25,0.029,318.9,0.2869803,13
6/15/20 13:15,34952,12.95,30.24,79.12,89.2,0,3.316,54.51,0.028,248.3,0.2235021,12.95
6/15/20 13:30,34953,13.02,29.92,79.18,90.4,0,3.324,38.68,0.026,326.1,0.293476,13.02
6/15/20 13:45,34954,13.09,30,79.62,88.1,0,3.229,54.89,0.029,372,0.3347643,13.09
6/15/20 14:00,34955,13.04,30.13,80.1,90.2,0,2.787,64.29,0.029,321.7,0.2895251,13.05
6/15/20 14:15,34956,13.1,30.37,80.1,90.5,0,2.951,54.21,0.025,369.1,0.3321646,13.09
6/15/20 14:30,34957,13.03,30.15,79.86,91,0,3.204,59.46,0.026,274.1,0.2467098,13.02
6/15/20 14:45,34958,13.36,32.29,80.6,85.1,0,3.087,59.02,0.028,601.4,0.5412835,13.36
6/15/20 15:00,34959,13.11,32.26,80.8,88.7,0,3.081,59.88,0.03,320.5,0.2884637,13.11
6/15/20 15:15,34960,13.3,32.74,80.6,84.2,0,2.807,68.99,0.029,494.8,0.4453249,13.3
6/15/20 15:30,34961,13.38,33.79,81.3,82.9,0,3.791,54.81,0.03,533.6,0.4802779,13.37
6/15/20 15:45,34962,13.35,33.63,81.2,83.5,0,3.143,70.56,0.027,395.7,0.3561401,13.34
6/15/20 16:00,34963,13.42,33.23,81.3,84.3,0,2.988,62.53,0.025,417.9,0.3761534,13.41
6/15/20 16:15,34964,13.39,33.11,81,84,0,3.426,73.79,0.031,381.6,0.3434577,13.38
6/15/20 16:30,34965,13.23,32.94,80.2,88.1,0,3.506,63.18,0.028,281.3,0.2531742,13.22
6/15/20 16:45,34966,13.11,31.43,79.06,89.9,0,3.81,67.15,0.033,191.8,0.1726476,13.1
6/15/20 17:00,34967,13.12,29.96,78.94,87.9,0,3.735,55.66,0.027,202.6,0.1823021,13.12
6/15/20 17:15,34968,13.09,29.55,79.21,86.6,0,3.579,61.8,0.026,168.5,0.1516108,13.08
6/15/20 17:30,34969,12.91,29.17,78.35,88.1,0,3.363,59.21,0.023,82.9,0.07460511,12.91
6/15/20 17:45,34970,12.8,28.24,77.5,89.3,0,3.81,74.78,0.029,46.78,0.04210296,12.8
6/15/20 18:00,34971,12.72,27.18,77.13,90.4,0,2.936,55.83,0.027,14.13,0.01271474,12.72
6/15/20 18:15,34972,12.69,26.33,76.98,90,0,3.132,38.78,0.026,1.609,0.001448178,12.69
6/15/20 18:30,34973,12.67,25.7,76.9,90.4,0,2.763,73.42,0.029,0.069,6.24E-05,12.67
6/15/20 18:45,34974,12.66,25.35,76.95,90.2,0,3.126,56.7,0.03,0.008,7.30E-06,12.66
6/15/20 19:00,34975,12.66,25.18,77.11,91,0,3.255,57.86,0.027,0.006,5.58E-06,12.66
6/15/20 19:15,34976,12.65,25.17,76.53,97,0,3.12,49.91,0.03,0.011,9.55E-06,12.65
6/15/20 19:30,34977,12.65,24.91,75.41,98.2,0,3.931,57.79,0.023,0.003,2.90E-06,12.65
6/15/20 19:45,34978,12.64,24.51,75.46,97.5,0,2.358,43.22,0.021,0.004,3.33E-06,12.64
6/15/20 20:00,34979,12.64,24.4,74.57,98.2,0,3.016,59.21,0.03,0.008,7.30E-06,12.64
6/15/20 20:15,34980,12.64,24.01,75.44,96.8,0,2.952,60.89,0.03,0.008,6.87E-06,12.63
6/15/20 20:30,34981,12.63,24.24,76.28,94.5,0,3.333,49.04,0.022,0.005,4.51E-06,12.63
6/15/20 20:45,34982,12.63,24.52,76.65,93.7,0,3.286,69.61,0.026,0.006,5.79E-06,12.62
6/15/20 21:00,34983,12.62,24.6,76.53,92.4,0,3.011,63.14,0.024,0.005,4.83E-06,12.62
6/15/20 21:15,34984,12.62,24.7,76.85,91,0,3.473,49.59,0.023,0.008,6.76E-06,12.61
6/15/20 21:30,34985,12.61,24.79,76.88,91,0,2.917,68.55,0.03,0.01,8.69E-06,12.61
6/15/20 21:45,34986,12.61,24.82,77.06,90.5,0,3.23,46.1,0.026,0.008,6.76E-06,12.61
6/15/20 22:00,34987,12.6,24.99,77.3,91.2,0,2.776,62.49,0.03,0.012,1.09E-05,12.6
6/15/20 22:15,34988,12.6,25.01,77.09,93.5,0,3.197,73.23,0.032,0.009,8.37E-06,12.6
6/15/20 22:30,34989,12.6,24.97,76.15,96.5,0,3.469,57.32,0.02,0.008,7.08E-06,12.59
6/15/20 22:45,34990,12.59,24.62,75.79,95.3,0,3.611,47.13,0.036,0.008,7.19E-06,12.59
6/15/20 23:00,34991,12.59,24.39,75.74,96.3,0,3.406,51.58,0.029,0.007,6.01E-06,12.58
6/15/20 23:15,34992,12.58,24.2,75.74,94.8,0,3.143,49.81,0.027,0.002,2.04E-06,12.58
6/15/20 23:30,34993,12.58,24.07,76.08,93,0,3.652,70.32,0.028,0.004,3.22E-06,12.58
6/15/20 23:45,34994,12.57,24.16,76.12,92.2,0,3.424,67.93,0.032,0.009,8.15E-06,12.57
6/16/20 0:00,34995,12.57,24.26,76.49,92.2,0,3.406,62.4,0.021,0.005,4.08E-06,12.57
6/16/20 0:15,34996,12.57,24.39,76.5,91.3,0,3.407,80,0.031,0.005,4.08E-06,12.57
6/16/20 0:30,34997,12.56,24.41,76.6,90.7,0,3.799,51.52,0.023,0.006,5.15E-06,12.56
6/16/20 0:45,34998,12.56,24.45,76.61,91.4,0,3.728,61.36,0.027,0.006,5.79E-06,12.56
6/16/20 1:00,34999,12.56,24.46,76.37,92.3,0,3.011,60.51,0.027,0.005,4.40E-06,12.55
6/16/20 1:15,35000,12.55,24.52,76.56,91.7,0,3.426,49.24,0.027,0.005,4.51E-06,12.55
6/16/20 1:30,35001,12.55,24.62,76.55,92.1,0,3.253,62.22,0.029,0.007,6.01E-06,12.55
6/16/20 1:45,35002,12.55,24.6,76.56,91.8,0,3.517,51.48,0.029,0.011,1.01E-05,12.54
6/16/20 2:00,35003,12.54,24.57,76.53,91.6,0,3.271,52.82,0.024,0.003,2.47E-06,12.54
6/16/20 2:15,35004,12.54,24.55,76.43,91.4,0,3.182,42.2,0.026,0.009,7.94E-06,12.54
6/16/20 2:30,35005,12.54,24.53,76.4,91.1,0,3.514,65.45,0.027,0.007,6.44E-06,12.53
6/16/20 2:45,35006,12.53,24.5,76.24,92.8,0,3.256,62.61,0.028,0.004,3.76E-06,12.53
6/16/20 3:00,35007,12.53,24.44,76.24,92.3,0,3.342,62.7,0.029,0.005,4.18E-06,12.52
6/16/20 3:15,35008,12.52,24.38,76.23,91.3,0,3.471,49.91,0.023,0.007,6.22E-06,12.52
6/16/20 3:30,35009,12.52,24.35,76.04,90.6,0,3.309,77.22,0.025,0.007,6.44E-06,12.51
6/16/20 3:45,35010,12.51,24.25,76.03,90.2,0,3.478,62.52,0.031,0.003,2.57E-06,12.51
6/16/20 4:00,35011,12.51,24.22,76.21,90.1,0,3.055,60.44,0.021,0.006,5.69E-06,12.51
6/16/20 4:15,35012,12.5,24.27,75.67,95.8,0,3.1,53.71,0.032,0.006,5.79E-06,12.5
6/16/20 4:30,35013,12.5,24.04,74.92,94.3,0,3.284,62.69,0.026,0.007,6.33E-06,12.5
6/16/20 4:45,35014,12.49,23.65,75.56,93.2,0,3.515,57.96,0.028,0.008,7.08E-06,12.49
6/16/20 5:00,35015,12.49,23.85,75.91,90.3,0,3.288,56.5,0.032,0.007,6.44E-06,12.49
6/16/20 5:15,35016,12.49,23.98,76.02,90.7,0,3.829,63.91,0.032,0.001,6.44E-07,12.48
6/16/20 5:30,35017,12.48,24.08,76.06,91.1,0,3.068,56.75,0.029,0.008,7.19E-06,12.48
6/16/20 5:45,35018,12.48,24.09,75.98,90.5,0,3.273,62.63,0.024,0.003,2.57E-06,12.47
6/16/20 6:00,35019,12.47,24.08,75.56,94.9,0.01,3.517,65.08,0.028,0.007,5.90E-06,12.47
6/16/20 6:15,35020,12.47,23.81,75.25,92,0,3.34,51.67,0.021,0.003,2.68E-06,12.46
6/16/20 6:30,35021,12.46,23.6,75.75,91.2,0,3.124,67.82,0.027,0.015,1.33E-05,12.46
6/16/20 6:45,35022,12.46,23.76,75.89,90.2,0,3.271,65.14,0.024,1.713,0.001541841,12.46
6/16/20 7:00,35023,12.46,23.98,76.2,90.7,0,3.32,61.58,0.028,5.304,0.004773903,12.45
6/16/20 7:15,35024,12.46,24.2,76.38,91.9,0,3.435,54.2,0.029,13.02,0.0117146,12.45
6/16/20 7:30,35025,12.46,24.36,76.37,90.9,0,3.482,57.75,0.032,24.91,0.02241662,12.46
6/16/20 7:45,35026,12.47,24.59,76.47,91.1,0,3.374,66.54,0.027,40.44,0.03639393,12.47
6/16/20 8:00,35027,12.49,24.74,76.37,91,0,2.996,56.41,0.024,63.48,0.05712987,12.49
6/16/20 8:15,35028,12.5,24.83,76.31,90.4,0,3.29,53.91,0.026,72.61,0.06535041,12.5
6/16/20 8:30,35029,12.53,24.95,76.39,91.5,0,2.753,46.69,0.02,89.6,0.08061734,12.52
6/16/20 8:45,35030,12.61,25,76.48,92.4,0,3.299,60.94,0.027,144.2,0.1298114,12.6
6/16/20 9:00,35031,12.65,25.24,76.9,90.1,0,3.476,66.18,0.028,160,0.1440083,12.65
6/16/20 9:15,35032,12.68,25.59,77.2,91.3,0,3.068,67.16,0.027,158.8,0.1429196,12.68
6/16/20 9:30,35033,12.88,26.29,77.89,93,0,2.956,63.14,0.027,341.8,0.3076111,12.87
6/16/20 9:45,35034,12.92,26.75,78.33,90.3,0,2.843,55.34,0.026,292.2,0.2629628,12.91
6/16/20 10:00,35035,12.9,27.01,78.04,90.3,0,3.379,74.96,0.029,247.8,0.2230442,12.9
6/16/20 10:15,35036,12.89,27.01,77.92,90.8,0,3.065,74.31,0.027,215.3,0.1937587,12.88
6/16/20 10:30,35037,12.95,27.35,78.33,91.1,0,2.994,55.51,0.03,299,0.2690873,12.95
6/16/20 10:45,35038,13.03,28,78.5,88.8,0,2.783,61.76,0.032,373.3,0.3359436,13.02
6/16/20 11:00,35039,13,28.38,78.75,88.9,0,2.761,53.21,0.025,315.4,0.2838639,13
6/16/20 11:15,35040,13.05,28.48,78.83,88.1,0,2.873,61.32,0.027,373.4,0.3360635,13.04
6/16/20 11:30,35041,13.1,28.94,79.36,87.8,0,3.223,63.63,0.031,424.4,0.3819836,13.09
6/16/20 11:45,35042,13.04,28.96,79.04,88.3,0,3.376,42.09,0.027,335.6,0.3020364,13.04
6/16/20 12:00,35043,13.03,28.89,79.04,90.2,0,3.264,62.59,0.029,307.7,0.2769283,13.02
6/16/20 12:15,35044,13.14,29.24,79.23,86.9,0,2.997,54.72,0.028,424.4,0.3819193,13.13
