TOA5,3.1.1 Poloa,CR300-WIFI,1,CR300-WIFI.Std.07.04,CPU:WRRC_ASPA_prog_wWiFiLogic.CR300,21976,Afono_wx,,,,,
TIMESTAMP,RECORD,BattV_Avg,PTemp_C_Max,AirTF_Avg,RH,Rain_in_Tot,WS_mph_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,SlrW_Avg,SlrMJ_Tot,BattV_Avg
TS,RN,Volts,Deg C,Deg F,%,inch,miles/hour,Deg,Deg,W/m^2,MJ/m^2,Volts
,,Avg,Max,Avg,Smp,Tot,WVc,WVc,WVc,Avg,Tot,Avg
6/17/19 11:15,0,13.08,32.12,84.1,89.1,0,0.795,213.5,0.014,702.4,0.547863,13.08
6/17/19 11:30,1,13.1,33.9,84.1,86.6,0.13,1.152,196.9,0.015,622.3,0.5600884,13.1
6/17/19 11:45,2,13.26,34.59,84.6,85.6,0,1.175,154.3,0.02,785.2,0.7066366,13.25
6/17/19 12:00,3,13.08,34.88,84.4,91.1,0,0.792,73.5,0.016,361.6,0.3254382,13.08
6/17/19 12:15,4,13.11,33.42,81.7,85.6,0,1.276,232.1,0.014,464,0.417623,13.11
6/17/19 12:30,5,13.39,34.46,84.4,82,0,0.975,182.4,0.01,834,0.7506145,13.38
6/17/19 12:45,6,13.39,35.33,85.5,81.8,0,1.276,328.6,0.013,779.3,0.7013503,13.38
6/17/19 13:00,7,13.38,36.32,85.4,80.8,0,1.163,178.4,0.016,727.1,0.6544095,13.38
6/17/19 13:15,8,13.15,36.8,84,89.2,0,1.191,86.9,0.012,349.9,0.3148906,13.15
6/17/19 13:30,9,13.1,33.76,81.1,91,0,0.564,231.6,0.014,313.9,0.2824732,13.1
6/17/19 13:45,10,13.41,34.67,83.8,86.1,0,1.116,71.79,0.014,788.4,0.7096038,13.41
6/17/19 14:00,11,13.19,34.15,83.7,91.2,0,0.451,182.2,0.009,344.6,0.3101559,13.19
6/17/19 14:15,12,13.02,33.02,79.83,95.6,0.07,1.075,280.7,0.013,163.4,0.1470685,13.02
6/17/19 14:30,13,13.47,32.52,81.8,88.9,0,0.655,199.8,0.02,672.9,0.6055922,13.46
6/17/19 14:45,14,13.48,34.57,83.7,90,0,1.501,195.3,0.016,690.8,0.6216955,13.48
6/17/19 15:00,15,13.44,35.42,84.5,83.8,0,1.044,46.78,0.014,612.6,0.5513719,13.44
6/17/19 15:15,16,13.34,35.97,85.1,86.3,0,1.014,198.4,0.017,512.6,0.4613418,13.34
6/17/19 15:30,17,13.04,34.58,81,98.5,0.32,1.211,5.678,0.011,114.3,0.1028756,13.03
6/17/19 15:45,18,12.97,31.35,78.72,98.1,0.06,0.968,359.5,0.014,93.7,0.08433981,12.97
6/17/19 16:00,19,13.34,29.72,80.6,92.5,0.01,1.014,307.5,0.018,387.7,0.3489749,13.33
6/17/19 16:15,20,13.42,30.66,81.7,90.7,0,0.998,198.1,0.017,369.2,0.3322436,13.41
6/17/19 16:30,21,13.43,31.6,82.2,91.3,0,0.875,44.63,0.014,377.7,0.3398889,13.42
6/17/19 16:45,22,13.18,31.51,81.1,96.3,0,0.716,10.87,0.009,167.4,0.1506793,13.18
6/17/19 17:00,23,13.24,30.47,80.4,92.9,0,1.15,228.5,0.023,180.3,0.1622563,13.24
6/17/19 17:15,24,13.21,30,80.3,95.7,0,1.107,65.12,0.019,150.7,0.1356294,13.21
6/17/19 17:30,25,13.16,29.68,79.36,96.8,0,0.91,64.09,0.024,142.2,0.1279428,13.16
6/17/19 17:45,26,13.04,29.2,78.8,97.2,0,1.331,59.58,0.026,68.44,0.06159285,13.04
6/17/19 18:00,27,12.92,28.31,78.03,98.9,0,1.451,50.99,0.034,17.54,0.01578609,12.92
6/17/19 18:15,28,12.88,27.4,77.38,100,0,1.546,58.7,0.025,5.521,0.00496906,12.88
6/17/19 18:30,29,12.86,26.67,77.29,99.9,0,1.443,52.21,0.024,0.498,0.0004482508,12.86
6/17/19 18:45,30,12.85,26.24,77.69,99.9,0,1.463,67.27,0.028,0.007,6.33E-06,12.84
6/17/19 19:00,31,12.84,26.04,77.05,100,0,1.544,59.31,0.03,0.01,9.33E-06,12.83
6/17/19 19:15,32,12.83,25.89,77.08,100,0.07,1.133,50.46,0.021,0.005,4.72E-06,12.83
6/17/19 19:30,33,12.82,25.75,77.21,100,0,0.809,61.35,0.031,0.011,9.76E-06,12.82
6/17/19 19:45,34,12.81,25.74,77.34,100,0,1.455,65.46,0.033,0.001,1.29E-06,12.81
6/17/19 20:00,35,12.8,25.74,77.26,100,0,1.588,54.13,0.03,0.009,8.48E-06,12.8
6/17/19 20:15,36,12.8,25.71,77.35,100,0,1.045,47.96,0.025,0.007,6.01E-06,12.8
6/17/19 20:30,37,12.8,25.61,77.19,100,0,1.252,64.97,0.028,0.004,3.43E-06,12.79
6/17/19 20:45,38,12.79,25.54,77.08,100,0,1.572,63.26,0.026,0.003,2.79E-06,12.79
6/17/19 21:00,39,12.79,25.44,77.07,100,0,2.017,54.74,0.029,0.003,2.79E-06,12.78
6/17/19 21:15,40,12.78,25.39,77.12,100,0,1.857,54.79,0.027,0.01,8.69E-06,12.78
6/17/19 21:30,41,12.78,25.37,77.28,99.9,0,1.645,45.04,0.026,0.008,7.62E-06,12.77
6/17/19 21:45,42,12.77,25.36,77.44,99.6,0,1.475,42,0.021,0.004,3.65E-06,12.77
6/17/19 22:00,43,12.77,25.25,77.18,100,0,1.691,50.23,0.027,0.01,8.80E-06,12.77
6/17/19 22:15,44,12.76,25.15,77.12,99,0,1.654,52.69,0.026,0.006,5.47E-06,12.76
6/17/19 22:30,45,12.76,25.07,77.22,97.5,0,1.432,33.04,0.032,0.003,2.68E-06,12.76
6/17/19 22:45,46,12.75,25,77.46,96.4,0,1.387,48.95,0.017,0.008,7.19E-06,12.75
6/17/19 23:00,47,12.75,24.93,77.45,97.3,0,1.963,43.07,0.023,0.002,1.82E-06,12.75
6/17/19 23:15,48,12.74,24.89,77.07,98.1,0,1.312,66.11,0.025,0.008,6.97E-06,12.74
6/17/19 23:30,49,12.74,24.78,76.78,97.6,0,1.499,68.92,0.03,0.004,3.33E-06,12.74
6/17/19 23:45,50,12.73,24.67,76.92,96.9,0,1.855,42.58,0.022,0.01,9.33E-06,12.73
6/18/19 0:00,51,12.73,24.63,76.87,98.5,0,1.316,48.84,0.023,0.007,6.65E-06,12.73
6/18/19 0:15,52,12.73,24.72,77.17,98.5,0,1.309,53.92,0.025,0.004,3.86E-06,12.72
6/18/19 0:30,53,12.72,24.74,77.25,98.1,0,1.101,51.56,0.018,0.01,8.69E-06,12.72
6/18/19 0:45,54,12.72,24.74,76.87,98.7,0,0.943,49.28,0.02,0.005,4.40E-06,12.71
6/18/19 1:00,55,12.71,24.73,76.76,98.9,0,1.152,46.83,0.021,0.007,6.33E-06,12.71
6/18/19 1:15,56,12.71,24.71,76.89,99.1,0,1.35,69.45,0.027,0.007,6.33E-06,12.7
6/18/19 1:30,57,12.7,24.89,77.12,99.7,0,1.093,59.95,0.022,0.007,6.01E-06,12.7
6/18/19 1:45,58,12.7,24.96,77.29,97.7,0,1.251,68.28,0.018,0.014,1.24E-05,12.69
6/18/19 2:00,59,12.69,24.96,77.2,98.7,0,1.119,30.55,0.014,0.009,7.83E-06,12.69
6/18/19 2:15,60,12.69,24.89,76.87,99.1,0,1.091,53.23,0.024,0.008,7.51E-06,12.69
6/18/19 2:30,61,12.68,24.76,76.68,99.8,0,0.943,68.7,0.03,0.004,3.33E-06,12.68
6/18/19 2:45,62,12.68,24.81,77.21,98.3,0,1.607,48.82,0.021,0.005,4.29E-06,12.68
6/18/19 3:00,63,12.68,24.82,76.96,99.6,0,1.455,59.48,0.026,0.007,6.44E-06,12.67
6/18/19 3:15,64,12.67,24.78,76.84,99.8,0,1.354,63.57,0.026,0.007,6.33E-06,12.67
6/18/19 3:30,65,12.67,24.85,77.15,98.5,0,0.859,60.11,0.019,0.003,3.11E-06,12.66
6/18/19 3:45,66,12.66,24.84,77.05,99.4,0,0.816,54.58,0.019,0.005,4.94E-06,12.66
6/18/19 4:00,67,12.66,24.78,76.75,99.2,0,0.962,50.9,0.019,0.005,4.72E-06,12.66
6/18/19 4:15,68,12.66,24.72,76.69,100,0.01,0.921,50.27,0.023,0.008,6.97E-06,12.65
6/18/19 4:30,69,12.65,24.77,76.74,100,0,0.905,54.55,0.021,0.005,4.29E-06,12.65
6/18/19 4:45,70,12.65,24.89,76.81,100,0,1.111,60.07,0.029,0.006,5.58E-06,12.64
6/18/19 5:00,71,12.64,24.97,76.93,100,0,0.801,41.75,0.01,0.008,7.08E-06,12.64
6/18/19 5:15,72,12.64,25.03,76.99,100,0,0.806,53.57,0.021,0.014,1.24E-05,12.64
6/18/19 5:30,73,12.64,25.02,76.81,100,0,0.829,39.13,0.019,0.006,5.79E-06,12.63
6/18/19 5:45,74,12.63,25.01,76.85,100,0.01,0.58,48.9,0.02,0.007,5.90E-06,12.63
6/18/19 6:00,75,12.63,25.03,76.84,100,0,0.629,68.59,0.011,0.007,6.65E-06,12.63
6/18/19 6:15,76,12.62,25,76.68,100,0,0.716,52.64,0.02,0.006,5.79E-06,12.62
6/18/19 6:30,77,12.62,24.89,76.57,100,0,0.673,61.06,0.024,0.07,6.33E-05,12.62
6/18/19 6:45,78,12.62,24.8,76.49,100,0,0.809,42.89,0.025,1.413,0.001271796,12.61
6/18/19 7:00,79,12.61,24.84,76.42,100,0,0.929,60.48,0.028,6.105,0.005494237,12.61
6/18/19 7:15,80,12.61,24.9,76.51,100,0,1.125,60.94,0.033,13.89,0.01250103,12.61
6/18/19 7:30,81,12.62,25,76.65,100,0,1.139,62.49,0.027,25.4,0.02286111,12.62
6/18/19 7:45,82,12.63,25.21,76.98,100,0,1.161,52.2,0.026,41.64,0.03747904,12.62
6/18/19 8:00,83,12.63,25.33,77.19,100,0,0.971,54.47,0.024,46.18,0.04155986,12.62
6/18/19 8:15,84,12.63,25.41,77.04,100,0,1.114,65.33,0.031,52.16,0.04694617,12.62
6/18/19 8:30,85,12.63,25.55,77.17,100,0,1.214,63.2,0.032,61.1,0.05499258,12.63
6/18/19 8:45,86,12.64,25.73,77.41,100,0,1.02,60.1,0.028,72.23,0.06500291,12.63
6/18/19 9:00,87,12.68,26.1,77.81,99.1,0,1.291,59.07,0.024,125.7,0.1131157,12.68
6/18/19 9:15,88,12.72,26.43,78.45,97.9,0,1.128,78,0.032,140.5,0.1264556,12.72
6/18/19 9:30,89,12.76,26.93,79.36,94.1,0,1.014,54.75,0.023,236.1,0.2125107,12.76
6/18/19 9:45,90,12.76,27.17,79.28,95.3,0,1.395,62.73,0.026,252.6,0.2273654,12.75
6/18/19 10:00,91,12.9,28.1,80.6,92.3,0,1.673,62.39,0.028,461,0.4149032,12.9
6/18/19 10:15,92,12.9,28.62,80.6,92.2,0,1.057,71.54,0.024,318.6,0.2867304,12.89
6/18/19 10:30,93,13.04,29.35,81.3,93.1,0.01,1.611,70.28,0.026,418.4,0.3765846,13.03
6/18/19 10:45,94,13.09,30.2,80.7,92.1,0,1.652,65.75,0.029,434.2,0.3907865,13.09
6/18/19 11:00,95,13.19,31.06,81.6,91,0,1.532,71.54,0.027,541.1,0.4869576,13.18
6/18/19 11:15,96,13.26,31.84,81.5,89.8,0,1.943,78.39,0.03,662.1,0.5959182,13.26
6/18/19 11:30,97,13.31,32.51,82.1,89.1,0,1.561,73,0.032,646.9,0.5822108,13.3
6/18/19 11:45,98,13.28,32.39,81.7,89.9,0,1.609,81.5,0.032,580.3,0.5222985,13.28
6/18/19 12:00,99,13.13,32.57,81.5,94.9,0,1.561,78.31,0.028,311.5,0.2803274,13.13
6/18/19 12:15,100,13.25,31.97,81.1,91.4,0,1.535,73.92,0.03,469.5,0.4225878,13.25
6/18/19 12:30,101,13.23,31.75,81.5,92,0,1.702,56.48,0.024,423.4,0.3810227,13.23
6/18/19 12:45,102,13.29,31.89,81.6,91.1,0,1.419,79.13,0.02,525.4,0.4728639,13.29
6/18/19 13:00,103,13.27,32.44,81.5,94.5,0,1.695,71.31,0.028,440.4,0.3963564,13.27
6/18/19 13:15,104,13.35,32.68,81.8,93.3,0,1.311,84.8,0.033,545.5,0.4909386,13.34
6/18/19 13:30,105,13.3,31.89,81.4,90.7,0,1.317,68.4,0.028,459.9,0.413893,13.3
6/18/19 13:45,106,13.42,33.62,82.9,88.6,0,1.331,55.41,0.028,656.8,0.591149,13.42
6/18/19 14:00,107,13.29,33.2,82.1,90.1,0,0.955,66.39,0.03,414.1,0.3726831,13.28
6/18/19 14:15,108,13.35,33.76,82.4,92.2,0,1.186,68.57,0.026,534.6,0.481138,13.35
6/18/19 14:30,109,13.35,34.33,84,90.2,0,1.438,64.55,0.026,469.9,0.4228707,13.34
6/18/19 14:45,110,13.15,33.24,81.3,94.6,0,0.848,70.56,0.026,181.9,0.1637105,13.15
6/18/19 15:00,111,13.1,31.57,80.1,95.7,0,0.825,70.36,0.021,164.1,0.1476992,13.1
6/18/19 15:15,112,13.12,30.59,80.2,96,0,1.429,55.02,0.029,155.4,0.1398356,13.12
6/18/19 15:30,113,13.29,30.28,80.6,95.6,0.07,0.689,81.9,0.016,322.6,0.2903469,13.29
6/18/19 15:45,114,13.42,30.63,80.9,94.3,0.01,0.034,23.2,0,381.6,0.3434169,13.42
6/18/19 16:00,115,13.46,32.19,82.7,94,0,0.04,21.4,0,418,0.3761666,13.46
6/18/19 16:15,116,13.26,32.54,82.5,97,0.03,0.215,226,0.004,208.6,0.1877039,13.26
6/18/19 16:30,117,13.03,30.97,80.4,97.5,0,0.3,58.75,0.013,82.1,0.07391117,13.03
6/18/19 16:45,118,13.11,29.55,80.4,96.3,0,0.523,269.8,0.017,157.1,0.1414149,13.11
6/18/19 17:00,119,13.09,28.98,79.93,96.4,0.03,0.635,265,0.017,128.6,0.1157016,13.09
6/18/19 17:15,120,13.19,28.58,80.1,95.9,0.01,0.181,162.3,0.008,180.6,0.1625038,13.19
6/18/19 17:30,121,13.12,28.72,81.2,96.3,0,0.245,240.5,0.008,94.6,0.0851419,13.11
6/18/19 17:45,122,12.99,28.47,79.15,96.2,0,0.065,169.7,0.008,53.61,0.04824844,12.99
6/18/19 18:00,123,12.91,27.86,78.58,96.8,0,0.136,41.9,0.004,10.29,0.009259737,12.91
6/18/19 18:15,124,12.88,27.12,78.36,95.3,0,0.467,68.49,0.019,1.981,0.001783347,12.88
6/18/19 18:30,125,12.87,26.46,78.55,93.2,0,0.284,64.56,0.013,0.173,0.0001561046,12.87
6/18/19 18:45,126,12.86,26.05,78.84,93.6,0,0.102,61.21,0.005,0.013,1.13E-05,12.85
6/18/19 19:00,127,12.85,25.83,77.77,97.5,0,0.166,54.23,0.009,0.005,4.72E-06,12.85
6/18/19 19:15,128,12.84,25.63,77.13,98.1,0,0.256,41.04,0.01,0.003,2.25E-06,12.84
6/18/19 19:30,129,12.83,25.43,77.39,97.3,0,0.213,67.58,0.007,0.008,6.97E-06,12.83
6/18/19 19:45,130,12.83,25.29,77.48,94,0,0.404,141,0.018,0.005,4.29E-06,12.83
6/18/19 20:00,131,12.82,25.19,77.95,94.8,0,0.483,126,0.021,0.002,2.15E-06,12.82
6/18/19 20:15,132,12.81,25.14,77.35,93.4,0,0.293,154.7,0.011,0.011,9.76E-06,12.81
6/18/19 20:30,133,12.81,25.04,77.67,93.9,0,0.325,239.5,0.016,0.006,5.15E-06,12.81
6/18/19 20:45,134,12.8,25,77.92,92.9,0,0.071,206.4,0,0.009,8.37E-06,12.8
6/18/19 21:00,135,12.8,25.04,78.08,93.4,0,0.588,308,0.016,0.008,7.51E-06,12.8
6/18/19 21:15,136,12.8,25.11,78.44,91.3,0,0.697,174.5,0.015,0.015,1.31E-05,12.79
6/18/19 21:30,137,12.79,25.17,78.8,88.7,0,0.786,204.4,0.024,0.004,3.97E-06,12.79
6/18/19 21:45,138,12.79,25.19,78.82,89.6,0,0.261,216.1,0.01,0.005,4.61E-06,12.78
6/18/19 22:00,139,12.78,25.19,78.8,90.4,0,0.628,200.6,0.017,0.006,5.26E-06,12.78
6/18/19 22:15,140,12.78,25.21,78.85,90.4,0,0.681,198.6,0.024,0.003,2.57E-06,12.77
6/18/19 22:30,141,12.77,25.23,78.82,89.7,0,0.595,197.8,0.024,0.01,9.44E-06,12.77
6/18/19 22:45,142,12.77,25.22,78.66,90.8,0,0.819,208.9,0.023,0.004,3.43E-06,12.77
6/18/19 23:00,143,12.76,25.18,78.5,89.4,0,0.221,165.6,0.011,0.003,3.11E-06,12.76
6/18/19 23:15,144,12.76,25.08,78.35,90.1,0,0.287,188.3,0.014,0.008,7.40E-06,12.75
6/18/19 23:30,145,12.75,25.01,77.9,92.4,0,0.148,218.5,0.005,0.017,1.52E-05,12.75
6/18/19 23:45,146,12.75,24.91,78.1,91.7,0,0.032,109.9,0,0.007,6.44E-06,12.75
6/19/19 0:00,147,12.74,24.88,78.52,91.9,0,0,0,0,0.001,9.66E-07,12.74
6/19/19 0:15,148,12.74,24.93,78.24,93,0,0.142,225.6,0.009,0.002,1.50E-06,12.74
6/19/19 0:30,149,12.73,24.95,78.4,92.7,0,0.1,112.5,0.004,0.005,4.51E-06,12.73
6/19/19 0:45,150,12.73,24.96,78.16,93.5,0,0.043,110.1,0,0.008,6.76E-06,12.73
6/19/19 1:00,151,12.72,24.94,77.87,95,0,0.157,128.3,0.01,0.008,7.51E-06,12.72
6/19/19 1:15,152,12.72,24.89,77.45,95.2,0,0,0,0,0.01,9.44E-06,12.71
6/19/19 1:30,153,12.71,24.81,77.44,98.1,0,0.138,65.7,0.007,0.012,1.09E-05,12.71
6/19/19 1:45,154,12.71,24.83,77.41,98.5,0,0.04,55.55,0,0.013,1.21E-05,12.71
6/19/19 2:00,155,12.7,24.83,77.44,98.5,0,0,0,0,0.01,8.69E-06,12.7
6/19/19 2:15,156,12.7,24.82,77.47,97.7,0,0.038,70.55,0.005,0.007,5.90E-06,12.7
6/19/19 2:30,157,12.69,24.81,77.37,99.2,0,0.328,57.29,0.013,0.01,8.58E-06,12.69
6/19/19 2:45,158,12.69,24.81,77.33,97.3,0,0.38,242.4,0.012,0.011,1.01E-05,12.69
6/19/19 3:00,159,12.68,24.91,78.19,93.9,0,0.938,358.3,0.011,0.009,8.15E-06,12.68
6/19/19 3:15,160,12.68,24.98,78.13,93.9,0,0.607,223.3,0.01,0.005,4.72E-06,12.68
6/19/19 3:30,161,12.68,25.09,78.77,92,0,0.662,26.16,0.015,0.012,1.11E-05,12.67
6/19/19 3:45,162,12.67,25.12,78.69,88.2,0,0.263,56.37,0.01,0.008,6.76E-06,12.67
6/19/19 4:00,163,12.67,25.08,77.78,96,0,0.283,69.57,0.016,0.007,6.44E-06,12.66
6/19/19 4:15,164,12.66,24.9,77.3,98.4,0,0.145,32.88,0.008,0.006,5.26E-06,12.66
6/19/19 4:30,165,12.66,24.79,77.13,99,0,0.523,51.11,0.014,0.01,8.90E-06,12.66
6/19/19 4:45,166,12.65,24.75,77.04,99.3,0,0.595,58,0.015,0.006,5.69E-06,12.65
6/19/19 5:00,167,12.65,24.74,77.09,98.7,0,0.953,67.04,0.028,0.004,3.86E-06,12.65
6/19/19 5:15,168,12.65,24.75,77.11,98.5,0,0.65,48.53,0.017,0.004,3.97E-06,12.64
6/19/19 5:30,169,12.64,24.74,76.98,98.1,0,0.867,58.25,0.025,0.009,8.48E-06,12.64
6/19/19 5:45,170,12.64,24.7,77.15,98.1,0,0.738,27.25,0.017,0.009,7.83E-06,12.64
6/19/19 6:00,171,12.63,24.68,76.89,98.2,0,0.747,60.15,0.031,0.005,4.18E-06,12.63
6/19/19 6:15,172,12.63,24.64,76.71,99.4,0,1.166,55.95,0.028,0.008,7.51E-06,12.63
6/19/19 6:30,173,12.63,24.59,76.74,99.5,0,0.807,61.49,0.033,0.062,5.54E-05,12.62
6/19/19 6:45,174,12.62,24.61,76.91,98.2,0,0.491,63.96,0.022,1.164,0.001047671,12.62
6/19/19 7:00,175,12.62,24.72,77.06,98.1,0,0.677,61.05,0.025,5.723,0.005150807,12.62
6/19/19 7:15,176,12.62,24.78,77.11,98.7,0,0.705,49.12,0.028,13.12,0.01180719,12.62
6/19/19 7:30,177,12.62,24.88,77.33,97.8,0,0.378,50.24,0.014,19.53,0.01757909,12.62
6/19/19 7:45,178,12.62,25.03,77.74,97.3,0,0.214,62.89,0.01,24.3,0.02186623,12.62
6/19/19 8:00,179,12.62,25.16,77.74,97.1,0,0.236,71.64,0.01,28.16,0.02534827,12.62
6/19/19 8:15,180,12.62,25.28,77.75,97.7,0,0.202,75.29,0.01,31.39,0.02825021,12.62
6/19/19 8:30,181,12.63,25.37,77.7,97.9,0,0.465,60.28,0.02,35.32,0.03179083,12.62
6/19/19 8:45,182,12.63,25.51,77.98,97.7,0,0.104,58.14,0,40.7,0.03663168,12.63
6/19/19 9:00,183,12.63,25.76,78.36,97.4,0,0.388,56.93,0.018,56.88,0.05119232,12.63
6/19/19 9:15,184,12.64,26.07,78.69,97.4,0,0.049,46.03,0.004,65.4,0.05886205,12.64
6/19/19 9:30,185,12.67,26.51,79.11,94,0,0.03,303.4,0,187.9,0.1691205,12.67
6/19/19 9:45,186,12.68,27.19,80.8,95.1,0,0.122,73.36,0.007,151.1,0.1360054,12.68
6/19/19 10:00,187,12.75,27.89,81.2,92.2,0,0.032,24.11,0.004,234.9,0.2113669,12.75
6/19/19 10:15,188,12.95,29.33,81.4,88.1,0,1.306,346.3,0.016,490.8,0.4417074,12.94
6/19/19 10:30,189,13.11,31.16,83.8,92.5,0,0.784,319.9,0.014,617.3,0.555528,13.11
6/19/19 10:45,190,13.23,32.76,85.7,84.9,0,0.676,328.9,0.017,658.1,0.5923,13.23
6/19/19 11:00,191,12.95,32.58,82.6,92.9,0,0.262,219.9,0.014,131.9,0.1186993,12.95
6/19/19 11:15,192,13.06,31.4,81.7,89,0,0.202,219.4,0.007,408,0.3672024,13.05
6/19/19 11:30,193,13.2,32.26,84,86.3,0,0.782,216.2,0.02,506.4,0.4557687,13.2
6/19/19 11:45,194,13.36,33.62,83.5,83.7,0,0.866,223.3,0.023,751.3,0.6761658,13.36
6/19/19 12:00,195,13.42,34.67,85.2,83.5,0,0.183,169.6,0.007,776.8,0.699086,13.42
6/19/19 12:15,196,13.46,35.69,85.7,78.93,0,0.289,217.4,0.008,780.4,0.7023785,13.46
6/19/19 12:30,197,13.45,36.93,85.5,80.7,0,0.274,195.2,0.014,782.5,0.7042454,13.45
6/19/19 12:45,198,13.39,37.28,85.4,87.1,0,0.753,215.2,0.018,781.4,0.7032449,13.39
6/19/19 13:00,199,13.38,37.35,84.2,85.8,0,0.832,208,0.022,776.2,0.6985738,13.38
6/19/19 13:15,200,13.38,37.27,85.1,83.1,0,0.636,153.3,0.018,765.3,0.6887391,13.38
6/19/19 13:30,201,13.38,37.6,85.7,81.4,0,0.455,205,0.013,754.6,0.6791703,13.38
6/19/19 13:45,202,13.38,37.76,85,86.6,0,0.806,186.8,0.026,739,0.6651075,13.38
6/19/19 14:00,203,13.39,37.86,85.6,83.3,0,0.305,114.3,0.007,727.5,0.6547832,13.39
6/19/19 14:15,204,13.37,38,85.5,85.3,0,0.552,139.6,0.007,614.2,0.5528051,13.37
6/19/19 14:30,205,13.39,37.9,85.6,82.8,0,0.404,93.2,0.011,675.3,0.607737,13.39
6/19/19 14:45,206,13.36,38.21,86,83.8,0,0.468,171.9,0.019,531.1,0.4780121,13.36
6/19/19 15:00,207,13.39,37.53,84.8,82.9,0,0.489,187.6,0.02,615.1,0.5536093,13.39
6/19/19 15:15,208,13.39,37.87,86,83.2,0,0.642,159.5,0.019,510.9,0.4598287,13.39
6/19/19 15:30,209,13.38,37.48,84.4,83.8,0,0.344,64.78,0.014,497.3,0.44759,13.38
6/19/19 15:45,210,13.39,37.59,84.5,85,0,0.631,92.7,0.015,495,0.4454826,13.38
6/19/19 16:00,211,13.39,37.33,84.3,87,0,0.522,38.06,0.01,428,0.3851746,13.38
6/19/19 16:15,212,13.38,37.24,83.6,87.7,0,0.813,59.73,0.021,358.5,0.3226232,13.38
6/19/19 16:30,213,13.4,36.86,83.4,85.5,0,0.766,48.22,0.021,299.7,0.2697412,13.4
6/19/19 16:45,214,13.42,36.38,82.4,87.8,0,1.07,50.9,0.022,289,0.26007,13.42
6/19/19 17:00,215,13.41,36.1,82,87.8,0,1.198,60.32,0.03,227.6,0.2047991,13.41
6/19/19 17:15,216,13.4,35.5,81.7,88.6,0,1.056,43.81,0.022,177.4,0.159662,13.4
6/19/19 17:30,217,13.33,33.73,81,89.5,0,1.052,65.76,0.029,123.7,0.1113592,13.32
6/19/19 17:45,218,13.15,32.39,79.7,92.2,0,1.619,61.33,0.026,63.36,0.05702495,13.15
6/19/19 18:00,219,13.02,30.78,78.89,96,0,1.82,65.1,0.032,18.58,0.01672261,13.01
6/19/19 18:15,220,12.95,29.21,78.44,96.8,0,1.522,75.07,0.037,2.381,0.002143192,12.95
6/19/19 18:30,221,12.93,28,78.3,96.5,0,1.673,65.81,0.024,0.216,0.0001944065,12.93
6/19/19 18:45,222,12.92,27.31,78.28,97.1,0,1.429,62.4,0.027,0.017,1.50E-05,12.91
6/19/19 19:00,223,12.9,27.06,78.19,97.8,0,1.199,62.31,0.034,0.004,3.86E-06,12.9
6/19/19 19:15,224,12.9,26.86,78.16,97.7,0,1.171,49.68,0.022,0.009,8.05E-06,12.89
6/19/19 19:30,225,12.89,26.79,77.87,96.7,0,1.171,62.93,0.023,0.004,3.54E-06,12.89
6/19/19 19:45,226,12.88,26.51,77.54,98.2,0,1.397,60.61,0.025,0.003,3.00E-06,12.88
6/19/19 20:00,227,12.87,26.17,77.49,98.2,0,1.768,64.39,0.029,0.01,8.80E-06,12.87
6/19/19 20:15,228,12.87,25.94,77.7,97.5,0,2.163,61.57,0.032,0.01,9.44E-06,12.86
6/19/19 20:30,229,12.86,25.94,77.83,96.9,0,1.893,64.25,0.028,0.005,4.18E-06,12.86
6/19/19 20:45,230,12.86,25.95,77.9,96.4,0,1.831,66.28,0.028,0.006,5.36E-06,12.85
6/19/19 21:00,231,12.85,25.86,77.79,96,0,1.988,58.25,0.028,0.005,4.72E-06,12.85
6/19/19 21:15,232,12.85,25.82,77.7,96,0,1.786,60.6,0.03,0.015,1.31E-05,12.84
6/19/19 21:30,233,12.84,25.77,77.63,95.5,0,2.25,74.43,0.027,0.008,7.51E-06,12.84
6/19/19 21:45,234,12.84,25.7,77.48,96.5,0,1.988,68.06,0.026,0.004,3.76E-06,12.83
6/19/19 22:00,235,12.83,25.57,77.45,96.3,0,1.589,49.41,0.032,0.008,7.51E-06,12.83
6/19/19 22:15,236,12.83,25.51,77.32,96.7,0,1.587,57.11,0.027,0.006,5.79E-06,12.83
6/19/19 22:30,237,12.82,25.42,77.32,96.3,0,2.289,59.32,0.032,0.006,5.69E-06,12.82
6/19/19 22:45,238,12.82,25.44,77.36,97.2,0,1.275,53.21,0.028,0.005,4.61E-06,12.82
6/19/19 23:00,239,12.82,25.45,77.42,97,0,1.738,62.24,0.028,0.004,3.86E-06,12.81
6/19/19 23:15,240,12.81,25.46,77.29,97.5,0,1.36,55.65,0.026,0.007,6.33E-06,12.81
6/19/19 23:30,241,12.81,25.48,77.32,97.4,0,1.525,65.38,0.024,0.005,4.83E-06,12.8
6/19/19 23:45,242,12.8,25.56,77.51,96.9,0,1.876,52.7,0.03,0.005,4.29E-06,12.8
6/20/19 0:00,243,12.8,25.55,77.25,96.6,0,1.866,60.39,0.031,0.003,2.36E-06,12.8
6/20/19 0:15,244,12.8,25.48,77.56,95.8,0,2.032,44.75,0.029,0.008,6.97E-06,12.79
