model,MAE,RMSE,R2,MAPE_%
XGBoost,0.41146499355216226,0.5044081338665928,0.26263507773570705,259.0492087414617
LightGBM,0.3940917435926684,0.4977850561016546,0.28187173524690223,228.30129548345872
Stacked,0.38417404965170443,0.48888912815114305,0.3073097569396174,217.66497011702216
