model,MAE,RMSE,R2,MAPE_%
XGBoost,7.058108919958497,9.225873939076711,0.3384070518996227,1937.1614684916797
LightGBM,6.988724730019579,9.243699393662167,0.3358480340686404,1861.941940710529
Stacked,7.005615297379293,9.249767139808457,0.33497582305986773,1819.650576723383
