model,MAE,RMSE,R2,MAPE_%
XGBoost,85.96135046690318,107.82378031078176,0.15983423840223643,1250.3162519931993
LightGBM,87.07961998007922,125.0629351002095,-0.13029837888434836,1094.0531356916756
Stacked,87.1063603717339,108.48783045821713,0.14945377887116784,1126.9511094917143
