model,MAE,RMSE,R2,MAPE_%
XGBoost,40.20157291751644,58.31719909036195,0.15359240656447137,98.19278949840826
LightGBM,38.51743817805339,58.23801332998249,0.1558894278955082,78.92783775411507
Stacked,40.05162286706384,58.11970562164519,0.159315484054399,94.0804217972698
