model,MAE,RMSE,R2,MAPE_%
XGBoost,1.0693781544792438,1.7980968153663457,0.7956475167510533,1.1361993262500762
LightGBM,0.9897104562924885,1.8171718658787286,0.7912887859098754,1.0589504981538342
Stacked,1.2204190978313012,1.8915833212484185,0.7738457633975474,1.289108053655601
