model,MAE,RMSE,R2,MAPE_%
XGBoost,0.04390809490229276,0.07961034809751827,0.9002066141597429,11437.166523275353
LightGBM,0.04214945312689699,0.07851859901997528,0.9029249112795328,2679.9817027361332
Stacked,0.04102701120712534,0.07659468357003574,0.9076238272966385,8380.836630856336
