model,MAE,RMSE,R2,MAPE_%
XGBoost,0.17857720285299575,0.6948961383262254,0.32789173679085093,80.49381318661564
LightGBM,0.13354751259808098,0.6916391092594844,0.3341774127321603,75.03465023787938
Stacked,0.1912348812686799,0.7477521427811872,0.22175781032220165,85.0189763685902
