model,MAE,RMSE,R2,MAPE_%
XGBoost,0.6217390873318499,0.7976181262716576,0.5082751756376616,106.35173199112215
LightGBM,0.621094595482662,0.8023480662727065,0.5024259477522357,105.34981400899399
Stacked,0.6205964891279913,0.7992291371804862,0.506286820464626,115.80711550693212
