model,MAE,RMSE,R2,MAPE_%
XGBoost,0.9219987542555833,1.6415999261497305,0.8158885394357737,0.9779132087316814
LightGBM,0.8303223231600082,1.675389183323073,0.8082313592752421,0.8900431884967861
Stacked,0.8804962499639357,1.6199018129769234,0.8207234201091012,0.9383113737445634
