model,MAE,RMSE,R2,MAPE_%
XGBoost,0.03765845984370276,0.07005506501959842,0.9249652656380455,11928.797310078577
LightGBM,0.03409460996377756,0.0680084993400141,0.9292853083089185,4319.909281649118
Stacked,0.03435468041024137,0.06790729972976085,0.9294956048120079,13507.4671106768
