model,MAE,RMSE,R2,MAPE_%
XGBoost,7.146230204867143,9.313036434736814,0.32594490152319,2006.9969891088174
LightGBM,7.016497246888663,9.274831136779326,0.33146397218799384,1780.7843866289122
Stacked,7.057170846933654,9.319805783485283,0.3249646471480454,1794.572978130502
