model,MAE,RMSE,R2,MAPE_%
XGBoost,12.593352585881943,15.221935253431932,0.36923665365738123,14035.348035366384
LightGBM,12.253994841239638,15.002796839903406,0.3872671499582754,12765.340581464343
Stacked,12.670482019290242,15.363893290318929,0.35741694035549365,14162.41498167289
