model,MAE,RMSE,R2,MAPE_%
XGBoost,0.39692044558482625,0.520269821969895,0.45711802114555367,104.60428095582547
LightGBM,0.39442109565920425,0.5270732783420836,0.4428268857294737,91.95084597437683
Stacked,0.39789466720677613,0.5256331726087063,0.4458674194057578,107.23382047419274
