model,MAE,RMSE,R2,MAPE_%
XGBoost,13.030249105399628,15.67367896247336,0.33162910443071936,14698.289944997145
LightGBM,12.572300599879101,15.385697439201987,0.35596419643284594,13230.052073260802
Stacked,12.949769438635665,15.673965821167497,0.3316046392420092,14696.694138829242
