model,MAE,RMSE,R2,MAPE_%
XGBoost,0.21556642339491872,0.30508050246251267,0.3788203530567432,188.0652006595491
LightGBM,0.2102629831911729,0.3256953575202002,0.29203555412951454,128.4250431461118
Stacked,0.22936174913402194,0.33290009387203795,0.2603672263449548,173.8539180728167
