model,MAE,RMSE,R2,MAPE_%
XGBoost,47.10732758844195,84.5778802416022,0.9081319015390248,12592.36337826258
LightGBM,45.492093254857494,85.13161426611737,0.9069250371179858,2563.6907245306625
Stacked,44.221163975105526,82.59665428177156,0.9123854880206431,7836.822532742834
