model,Angular_MAE,Angular_RMSE,R2
XGBoost,51.08710952969668,73.79738489123741,-0.6200638129237104
LightGBM,50.569087372739915,75.82468777626339,-0.5224808716071938
Stacked,53.053439966553505,75.36369428971629,-0.9782534252341706
