model,MAE,RMSE,R2,MAPE_%
XGBoost,0.005148922282650398,0.006464601788369122,0.4446495213118099,30.097306752459087
LightGBM,0.005198554775219632,0.0066508695099323145,0.4121852919399086,31.632831826241464
Stacked,0.005210446788388667,0.006582404665073973,0.42422507144660504,31.033025154628895
