model,MAE,RMSE,R2,MAPE_%
XGBoost,0.006137854531047191,0.0075937927352010565,0.29805805659148055,46.99740144245169
LightGBM,0.006127452847885238,0.007811646599813675,0.25720513959176716,50.99393954309156
Stacked,0.006326147188260705,0.007703652844205981,0.27760102303574696,46.3500995041801
