model,MAE,RMSE,R2,MAPE_%
XGBoost,0.2215122848412938,0.29248438904281804,0.9246725420884708,0.8777448155770967
LightGBM,0.2220586243952487,0.29726471811935734,0.9221901349263971,0.8748859111779946
Stacked,0.2545240970178638,0.32609628158907245,0.9063646965063143,1.0070978111359323
