model,MAE,RMSE,R2,MAPE_%
XGBoost,57.16847544986952,78.60891744694773,0.16093031246574607,76.2271588373805
LightGBM,55.11338486653878,81.24148059190155,0.10378943305120147,77.3454383237221
Stacked,59.963176164600064,78.9924614908922,0.15272245781739446,75.63377239635793
