TIMESTAMP,WS_mph_S_WVT,PTemp_target,RH_target,SolarW_target,SolarMJ_target,wind_speed_weighted_0,air_temp_weighted_0,relative_humidity_weighted_0,wind_direction_sin_weighted_0,wind_direction_cos_weighted_0,wind_speed_weighted_1,air_temp_weighted_1,relative_humidity_weighted_1,wind_direction_sin_weighted_1,wind_direction_cos_weighted_1
2017-08-24 12:45:00,1.3612368,37.39,69.37,839.0,0.6544906,0.09299135385693182,0.30507491544801446,1.0282154557692338,0.01112741266602772,-0.001962063078497798,0.016547884687983218,0.412886252838408,1.392300473120023,-0.0014877389202248806,0.016480287975495764
2017-08-24 13:00:00,1.79218336,36.68,76.18,901.0,0.8104782,0.09299135385693182,0.30507491544801446,1.027200280672251,0.01116383319007341,-0.0017429379416071518,0.01899314389580057,0.4127173324467451,1.3651525530313318,0.002560558584996247,0.01634799065887989
2017-08-24 13:15:00,1.98888096,36.43,70.17,912.0,0.8209971,0.09299135385693182,0.30507491544801446,1.0274992973002792,0.01117642440051956,-0.0016602836455104387,0.02120832121265759,0.4130310417455477,1.3380046329426405,0.005620791453056041,0.015563417436131252
2017-08-24 13:30:00,1.74390304,35.83,67.92,907.0,0.8163889,0.09299135385693182,0.30507491544801446,1.0283059014767992,0.01117239311266263,-0.0016871977655885642,0.02217338692196345,0.4136825918276763,1.3237842938485642,0.0067303947479554205,0.015116714106799671
2017-08-24 13:45:00,1.58386272,35.81,70.5,887.0,0.7980564,0.09299135385693182,0.30507491544801446,1.0288134890252907,0.0111553009373576,-0.0017967373656344635,0.02217338692196345,0.41556484762049223,1.3223991958848553,0.005857366506443549,0.015475933460028039
2017-08-24 14:00:00,1.7166336,35.82,72.52,774.6,0.6971205,0.09299135385693182,0.30507491544801446,1.0282154557692338,0.01112741266602772,-0.001962063078497798,0.02217338692196345,0.41870194060851873,1.3235380542105715,0.003770728717473528,0.016111947858320624
2017-08-24 14:15:00,1.5065248,35.91,72.16,770.7,0.6936074,0.09008557778575098,0.3046367379691978,1.0262631143634586,0.011019020015096151,-0.002500040413871114,0.02217338692196345,0.42164598172035905,1.3248000323552838,0.0015575833219033295,0.01647383358679305
2017-08-24 14:30:00,1.57402784,36.0,74.51,582.4,0.5241936,0.08459356992106022,0.30369637955960255,1.0238762498761558,0.010783314902794699,-0.003374777603227235,0.02217338692196345,0.4229490818846162,1.3237842938485642,0.0005774925699748817,0.016537223502802578
2017-08-24 14:45:00,1.48327872,35.84,71.51,672.0,0.6048297,0.0813533107861372,0.30281510125951067,1.0220009667508485,0.010617653586421635,-0.0038645098632072656,0.02217338692196345,0.42164598172035905,1.3187610052335137,0.0016253149875111532,0.016467289092057434
2017-08-24 15:00:00,1.11223552,36.17,70.78,600.3,0.5402889,0.08466632916564402,0.3021543444684098,1.0223607037673896,0.010737289846881957,-0.0035184671247752235,0.02217338692196345,0.4187019406085188,1.3119647912249164,0.00376417209866193,0.01611348091697375
2017-08-24 15:15:00,1.20343168,36.46,70.6,556.1,0.5005001,0.0926294249055678,0.30152941653277915,1.024754016165603,0.010939097695808073,-0.0028293366299620383,0.02217338692196345,0.4155648476204923,1.3069415026098659,0.0057239027069540364,0.015525791337363336
2017-08-24 15:30:00,1.52261824,36.48,73.3,454.8,0.4093054,0.1007734851211736,0.30098237741338835,1.0272396830789667,0.011076649073030458,-0.002230885357209538,0.02217338692196345,0.4136825918276763,1.307236990175457,0.006465546637647823,0.015231873342646435
